Item Shelving Id,Item Call Number,Catalog Id,Item Library Code,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Collection,Item Status,Item Type,Item Created Date,Item Last Checkout Date,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Item Legacy Total Charges,Number of Items
BM 000535 .F58  1993,BM535 .F58 1993,2023208,ALDERMAN,1993,Im Schatten der Vergangenheit : die Anfänge der Gesellschaften für Christliche-jüdische Zusammenarbeit /,"Foschepoth, Josef.",X002227555,STACKS,STACKS,BOOK,6/30/96,5/16/14,0,0,0,1,1
BM 000535 .F6  1953,BM535 .F6 1953,1164509,ALDERMAN,1953,"The Jews, Jesus and Christ.","Fox, G. George (Gresham George),",X001912070,STACKS,STACKS,BOOK,6/29/96,10/13/08,0,0,1,4,1
BM 000535 .F64,BM535 .F64,7253,ALDERMAN,1984,Bemerkungen eines Juden zur christlichen Theologie /,"Flusser, David,",X000965034,STACKS,STACKS,BOOK,6/28/96,1/1/00,0,0,0,0,1
BM 000535 .F65  1986,BM535 .F65 1986,712959,ALDERMAN,1986,Franz Rosenzweig und Hans Ehrenberg : Bericht einer Beziehung /,,X001230156,STACKS,STACKS,BOOK,6/29/96,10/13/08,0,0,0,0,1
BM 000535 .F76  1996,BM535 .F76 1996,2688892,ALDERMAN,1996,From witness to witchcraft : Jews and Judaism in Medieval Christian thought /,,X004101481,STACKS,STACKS,BOOK,5/15/97,3/9/16,2,0,4,19,1
BM 000535 .G33  1983,BM535 .G33 1983,642215,ALDERMAN,1983,The origins of anti-semitism /,"Gager, John G.",X000627461,STACKS,CHECKEDOUT,BOOK,6/29/96,3/1/19,1,0,5,26,1
BM 000535 .G33  1983,BM535 .G33 1983,642215,CLEMONS,1983,The origins of anti-semitism /,"Gager, John G.",X000667464,BY-REQUEST,BY-REQUEST,BOOK,6/29/96,10/30/17,2,3,1,16,1
BM 000535 .G45  2002,BM535 .G45 2002,3897260,ALDERMAN,2002,"The Holocaust, Israel, and Canadian Protestant churches /","Genizi, Haim.",X004633524,STACKS,STACKS,BOOK,11/19/02,1/1/00,0,0,0,0,1
BM 000535 .G595  1994,BM535 .G595 1994,2477531,ALDERMAN,1994,"The Abraham connection : a Jew, Christian, and Muslim in dialogue : an encounter between Dr. David Gordis, Dr. George Grose and Dr. Muzammil Siddiqi /","Gordis, David M.",X002681233,STACKS,STACKS,BOOK,7/1/96,11/11/08,0,0,0,47,6
BM 000535 .G665  1986,BM535 .G665 1986,710563,ALDERMAN,1986,Gottes Augapfel : Beiträge zur Erneuerung des Verhältnisses von Christen und Juden /,,X001224110,STACKS,STACKS,BOOK,6/29/96,10/13/08,0,0,1,0,1
BM 000535 .G68  1960,BM535 .G68 1960,810884,ALDERMAN,1960,Ancient Judaism and the New Testament.,"Grant, Frederick C. (Frederick Clifton),",X000364512,STACKS,STACKS,BOOK,6/29/96,10/13/08,0,0,1,1,1
BM 000535 .G7  1966,BM535 .G7 1966,1164511,ALDERMAN,1966,The church and the Jews in the XIIIth century;,"Grayzel, Solomon,",X000148003,STACKS,STACKS,BOOK,6/29/96,11/6/13,1,3,1,21,1
BM 000535 .G7  1989  V.000002,BM535 .G7 1989 v.2,1604192,ALDERMAN,1989,The Church and the Jews in the XIIIth century /,"Grayzel, Solomon,",X001649629,STACKS,STACKS,BOOK,6/30/96,4/20/17,2,5,2,16,1
BM 000535 .G73  2004,BM535 .G73 2004,4072927,ALDERMAN,2004,For the sake of heaven and earth : the new encounter between Judaism and Christianity /,"Greenberg, Irving,",X004802133,STACKS,STACKS,BOOK,10/5/04,5/22/07,0,0,0,8,1
BM 000535 .G84  1986,BM535 .G84 1986,787429,ALDERMAN,1986,Guia para o diálogo católico-judaico no Brasil.,,X001312845,STACKS,STACKS,BOOK,6/29/96,1/1/00,0,0,0,0,1
BM 000535 .H23  2019,BM535 .H23 2019,7871330,ALDERMAN,2019,Jacob & Esau : Jewish European history between nation and empire /,"Hacohen, Malachi Haim,",X032561309,STACKS,CHECKEDOUT,BOOK,2/13/19,2/22/19,1,0,0,1,1
BM 000535 .H27  1998,BM535 .H27 1998,2804647,ALDERMAN,1998,Cultures of ambivalence and contempt : studies in Jewish-non-   Jewish relations /,,X006044904,STACKS,STACKS,BOOK,6/12/98,4/8/15,1,4,1,7,1
BM 000535 .H32  1990,BM535 .H32 1990,1792424,ALDERMAN,1990,Jews & Christians : a troubled family /,"Harrelson, Walter J.",X001861434,STACKS,STACKS,BOOK,6/30/96,4/17/17,1,0,2,7,1
BM 000535 .H33  1968,BM535 .H33 1968,1164513,ALDERMAN,1968,Judaism and Christianity; perspectives and traditions,"Harshbarger, Luther H.",X001474584,STACKS,STACKS,BOOK,6/29/96,2/18/03,0,0,3,2,1
BM 000535 .H37  2003,BM535 .H37 2003,3955799,ALDERMAN,2003,After the evil : Christianity and Judaism in the shadow of the Holocaust /,"Harries, Richard,",X004718989,STACKS,CHECKEDOUT,BOOK,7/29/03,2/13/19,1,0,1,6,1
BM 000535 .H44  2001,BM535 .H44 2001,3803898,ALDERMAN,2001,He kissed him and they wept : towards a theology of Jewish-Catholic partnership /,,X006126616,STACKS,STACKS,BOOK,1/10/02,10/13/08,0,0,0,1,1
BM 000535 .H45  2004,BM535 .H45 2004,4045943,ALDERMAN,2004,Das Judenbild im Protestantismus des Deutschen Kaiserreichs : ein Beitrag zur Mentalitätsgeschichte des deutschen Bürgertums in der Krise der Moderne /,"Heinrichs, Wolfgang E.,",X004790418,STACKS,STACKS,BOOK,7/21/04,5/12/15,1,0,0,1,1
