"","Catalog.Id","Item.Barcode","Item.Call.Number","Item.Library.Code","Catalog.Title","Catalog.Author","Catalog.Pub.Year","Item.Created.Date","Item.Last.Checkout.Date","NumInhouseUses","NumCheckouts","NumRenewals","Duplicates","Bib.Marc.Subfield.Data","MultiVolume","KeepOnGrounds"
"15211",971838,"X001006742","DS889 .H33 1941","ALDERMAN","Honorable enemy","Hauser, Ernest O.,",1941,"6/29/96","1/1/00",1,0,0,1,"2",FALSE,0
"15212",4379144,"X030139603","DS889 .H36 2006","ALDERMAN","Sh*owashi.","Hand*o, Kazutoshi,",2006,"7/10/06","10/27/06",0,0,0,1,"2",FALSE,0
"15213",3696772,"X004471193","DS889 .H394 2001","ALDERMAN","Introduction to Japanese politics /","Hayes, Louis D.",2001,"3/6/01","4/17/09",3,0,0,1,"2",FALSE,0
"15214",4183882,"X004807561","DS889 .H394 2005","ALDERMAN","Introduction to Japanese politics /","Hayes, Louis D.",2005,"11/23/04","2/23/12",1,1,0,1,"2",FALSE,0
"15215",4813873,"X030473963","DS889 .H394 2009","ALDERMAN","Introduction to Japanese politics /","Hayes, Louis D.",2009,"1/20/09","10/9/12",1,1,3,1,"2",FALSE,0
"15216",1850640,"X002589468","DS889 .H397 1989","ALDERMAN","Heisei gannen no uyoku /","",1989,"6/30/96","4/13/09",0,0,0,1,"2",FALSE,0
"15217",971839,"X030232384","DS889 .H46","ALDERMAN","Sen-ky?hyaku-rokuj?nen gogatsu j?kunichi.","Hidaka, Rokur?,",1960,"6/29/96","4/13/09",0,0,0,1,"2",FALSE,0
"15218",2869464,"X004270097","DS889 .H493 1998","ALDERMAN","History of contemporary Japan, 1945-1998 /","",1998,"4/26/99","1/21/03",1,0,0,1,"2",FALSE,0
"15219",2112231,"X002314054","DS889 .H55 1993","ALDERMAN","The impoverished spirit in contemporary Japan : selected essays of Honda Katsuichi /","Honda, Katsuichi,",1993,"6/30/96","1/1/00",0,0,0,1,"2",FALSE,0
"15220",5356504,"X030949541","DS889 .H569 2011","ALDERMAN","Historical dictionary of postwar Japan /","Hoover, William D.",2011,"6/9/11","1/1/00",0,0,0,1,"2",FALSE,0
"15221",2829787,"X004206657","DS889 .H66 1998","ALDERMAN","Japanese politics : fixed and floating worlds /","Hoye, Timothy.",1998,"9/11/98","3/11/05",0,0,0,1,"2 14",FALSE,0
"15222",2359317,"X001066126","DS889 .H676","ALDERMAN","Taigai seisaku kettei katei no Nichi-Bei hikaku /","",1977,"7/1/96","4/13/09",0,0,0,1,"2",FALSE,0
"15223",989301,"X000429447","DS889 .I8 1951","ALDERMAN","New Japan; six years of democratization.","It?, Nobufumi,",1951,"6/29/96","4/22/08",1,0,0,1,"2",FALSE,0
"15224",971840,"X000308615","DS889 .J33","ALDERMAN","Japan in current world affairs.","",1971,"6/29/96","4/24/06",3,0,0,1,"2",FALSE,0
"15225",971841,"X000387466","DS889 .J332","ALDERMAN","Japan in current world affairs 1970-1972.","",1972,"6/29/96","4/13/09",0,0,0,1,"2",FALSE,0
"15226",662283,"X000505933","DS889 .J338 1980","ALDERMAN","Japan in the 1980s : papers from a symposium on contemporary Japan held at Sheffield University, England September 11-13, 1980 /","",1982,"6/29/96","1/1/00",0,0,0,2,"2",FALSE,0
"15227",291450,"X000037668","DS889 .J345 1979","ALDERMAN","Japan '79 : a New York times survey /","",1979,"6/28/96","1/1/00",1,0,0,1,"2",FALSE,0
"15228",2873527,"X004265641","DS889 .J365 1998","ALDERMAN","Japan's role in international politics since World War II /","",1998,"2/15/99","2/1/11",2,0,0,1,"2",FALSE,0
"15229",971843,"X004914577","DS889 .J65","ALDERMAN","Japan in the 1970's.","Johnson, Virginia Therese.",1970,"6/29/96","1/1/00",1,0,0,1,"2",FALSE,0
"15230",4394024,"X030123133","DS889 .K26 1985","ALDERMAN","Bur?n seiji /","Kaminishi, Akio,",1985,"9/7/06","1/1/00",0,0,0,1,"2",FALSE,0
"15231",577819,"X000212557","DS889 .K38","ALDERMAN","Japan's American interlude.","Kawai, Kazuo,",1960,"6/29/96","12/5/07",3,1,0,3,"2 3",FALSE,0
"15232",457200,"X000212914","DS889 .K5","ALDERMAN","Japan in world politics /","",1972,"6/29/96","1/1/00",0,0,0,1,"2",FALSE,0
"15233",3728438,"X004523432","DS889 .K546 2001","CLEMONS","Japan in transformation, 1952-2000 /","Kingston, Jeff,",2001,"7/10/01","8/30/15",4,1,0,1,"2 3",FALSE,0
"15234",5258263,"X030817704","DS889 .K546 2011","ALDERMAN","Japan in transformation, 1945-2010 /","Kingston, Jeff,",2011,"12/16/10","5/3/15",1,5,5,1,"2",FALSE,0
"15235",6222326,"X031639884","DS889 .K55 2013","ALDERMAN","""Shiawase"" no sengoshi /","Kikuchi, Fumihiko,",2013,"3/10/14","1/1/00",0,0,0,1,"2",FALSE,0
"15236",971846,"X000302084","DS889 .K6557","ALDERMAN","100 million Japanese; the postwar experience.","K?saka, Masataka,",1972,"6/29/96","1/1/00",0,0,0,1,"2",FALSE,0
"15237",1934795,"X004078501","DS889 .K6812 1984","ALDERMAN","Nihon saigunbi : Watakushi wa Nihon o saibus? shita /","Kowalski, Frank,",1984,"6/30/96","4/13/09",0,0,0,1,"2",FALSE,0
"15238",971847,"X000372135","DS889 .L4 1953","ALDERMAN","Japan, from surrender to peace.","Lewe van Aduard, Evert Joost,",1953,"6/29/96","11/10/04",0,0,0,1,"2",FALSE,0
"15239",1793883,"X001879840","DS889 .M25 1986","ALDERMAN","The occupation of Japan : the impact of the Korean War : the proceedings of the seventh symposium /","MacArthur Memorial Foundation Symposium",1990,"6/30/96","4/13/09",2,0,0,1,"2",FALSE,0
"15240",467216,"X000472925","DS889 .M29","ALDERMAN","The allied occupation of Japan /","Martin, Edwin M.",1948,"6/29/96","8/28/15",0,0,13,1,"2 17",FALSE,0
"15241",577838,"X000191131","DS889 .M34 1963","ALDERMAN","Thought and behaviour in modern Japanese politics.","Maruyama, Masao,",1963,"6/29/96","10/2/08",1,0,0,1,"2 3",FALSE,0
"15242",528488,"X000212560","DS889 .M34 1969","ALDERMAN","Thought and behavior in modern Japanese politics.","Maruyama, Masao,",1969,"6/29/96","1/31/18",0,2,10,1,"2",FALSE,0
