"","Item.Shelving.Id","Item.Call.Number","Catalog.Id","Item.Library.Code","Catalog.Pub.Year","Catalog.Title","Catalog.Author","Item.Barcode","Item.Collection","Item.Status","Item.Type","Item.Created.Date","Item.Last.Checkout.Date","Item.Lifetime.Checkout","Item.Lifetime.Renewals","Item.Lifetime.Inhouse.Uses","Item.Legacy.Total.Charges","Number.of.Items","days_since_last_checkout","Item.Lifetime.Checkout.Corrected","checkouts_per_day","x0","x1","x2","x3","x4","x5","scoreA","scoreB","scoreC","modelC","dscoreC","model","NumInhouseUses","NumCheckouts","NumRenewals","MODEL","n","MultiVolume"
"31","PZ 000010.3 .B46  RU","PZ10.3 .B46 Ru",795278,"ALDERMAN",1937,"Rufus, the fox /","Bianco, Margery Williams,","X001023303","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,0,2,1,3973,2,0.000239234449760766,0.183027460380067,0.907042410950973,-0.320355200427118,-0.253047131285017,0.422632557995781,-0.394020811833557,0.577491608562932,0.85680127912201,0.137874425217905,2509,0.862125574782095,"0",0,2,0,"0",1,TRUE
"32","PZ 000010.3 .B622  WH 1957","PZ10.3 .B622 Wh 1957",1113587,"ALDERMAN",1957,"Who lives in this house? A story of animal families.","Blough, Glenn O. (Glenn Orlando)","X030444613","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,0,0,1,3973,0,0,0.0653739449939656,0.907042410950973,-0.500087504335861,-0.253047131285017,0.422632557995781,-0.465769578583774,0.622786404493881,0.0484437770210207,0.130659926777978,2579,0.869340073222022,"0",0,0,0,"0",1,FALSE
"33","PZ 000010.3 .B643  SI 1944","PZ10.3 .B643 Si 1944",1616707,"ALDERMAN",1944,"Sir Noble : the police horse.","Bonner, Mary Graham,","1616707-1001","STACKS","STACKS","BOOK","6/30/96","1/1/00",0,0,0,0,1,7079,0,0,0.141848729994931,0.906693207922039,-0.500087504335861,-0.253047131285017,1.74354295844477,-0.465769578583774,0.336182118840924,0.236410548212007,0.0358407003475484,2837,0.964159299652452,"0",0,0,0,"0",1,FALSE
"34","PZ 000010.3 .B745  MY 1999","PZ10.3 .B745 My 1999",3530337,"CLEMONS",1999,"My goose Betsy /","Braun, Trudi.","X004410397","ED-JUV","ED-JUV","JUV-BOOK","5/2/00","11/27/18",1,4,0,8,1,174,4,0.00114992094293517,-0.181698437316847,0.41711056135536,-0.140622896518375,0.312755826270847,-1.19299481203181,-0.120896966807538,0.811595526916786,0.743986173998564,0.693590607401584,1198,0.306409392598416,"1",0,4,4,"1",1,FALSE
"35","PZ 000010.3 .B759  RU 1933","PZ10.3 .B759 Ru 1933",1113591,"ALDERMAN",1929,"The runaway sardine,","Brock, Emma L. (Emma Lillian),","X004538895","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,0,0,1,3973,0,0,0.230088866534507,0.907042410950973,-0.500087504335861,-0.253047131285017,0.422632557995781,-0.465769578583774,0.605779460036846,0.0159276630729437,0.113060736561365,2698,0.886939263438635,"0",0,0,0,"0",1,TRUE
"36","PZ 000010.3 .B7593  J 1932","PZ10.3 .B7593 J 1932",1113592,"ALDERMAN",1903,"Johnny Crow's garden; a picture book,","Brooke, L. Leslie (Leonard Leslie),","X004428699","STACKS","STACKS","BOOK","6/29/96","10/8/09",0,0,0,59,1,3511,59,0.00705741626794258,0.383038436536439,0.907042410950973,4.80201546097207,-0.253047131285017,0.226154578276712,1.65081904054764,0.028570711694213,0.440905299969018,0.963937747539093,93,0.0360622524609069,"1",0,59,0,"1",1,FALSE
"37","PZ 000010.3 .B7663  CI 1946","PZ10.3 .B7663 Ci 1946",1113598,"ALDERMAN",1946,"Circus school","Brown, Paul,","X001586405","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,2,0,1,3973,0,0,0.130083378456321,0.907042410950973,-0.500087504335861,-0.253047131285017,0.422632557995781,-0.465769578583774,0.616138547992986,0.457012017956004,0.123483730910874,2632,0.876516269089126,"0",2,0,0,"0",1,TRUE
"38","PZ 000010.3 .B7663  NO 1940","PZ10.3 .B7663 No 1940",1113600,"ALDERMAN",1940,"No trouble at all","Brown, Paul,","X030444614","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,0,0,1,3973,0,0,0.165379433072152,0.907042410950973,-0.500087504335861,-0.253047131285017,0.422632557995781,-0.465769578583774,0.612493888003297,0.0637497769203037,0.11971393503455,2654,0.88028606496545,"0",0,0,0,"0",1,TRUE
"39","PZ 000010.3 .B7663  PU 1942","PZ10.3 .B7663 Pu 1942",1113603,"ALDERMAN",1942,"Puff Ball","Brown, Paul,","X001086167","STACKS","STACKS","BOOK","6/29/96","7/3/08",0,0,0,0,1,3973,0,0,0.153614081533541,0.907042410950973,-0.500087504335861,-0.253047131285017,0.422632557995781,-0.465769578583774,0.613710196691039,0.667679138714448,0.120959355188174,2644,0.879040644811826,"0",0,0,0,"0",1,FALSE
"40","PZ 000010.3 .B767  ST 1933","PZ10.3 .B767 St 1933",1113604,"ALDERMAN",1933,"The story of Babar, the little elephant;","Brunhoff, Jean de,","X000442617","STACKS","STACKS","BOOK","6/29/96","2/13/18",2,0,2,4,1,461,4,0.000478468899521531,0.206558163457287,0.907042410950973,-0.140622896518375,-0.253047131285017,-1.07094030947905,-0.322272045083339,0.81197683181076,0.0705732854548842,0.454307050607363,1474,0.545692949392637,"1",2,4,0,"1",1,FALSE
