"","Item.Shelving.Id","Item.Call.Number","Catalog.Id","Item.Library.Code","Catalog.Pub.Year","Catalog.Title","Catalog.Author","Item.Barcode","Item.Collection","Item.Status","Item.Type","Item.Created.Date","Item.Last.Checkout.Date","Item.Lifetime.Checkout","Item.Lifetime.Renewals","Item.Lifetime.Inhouse.Uses","Item.Legacy.Total.Charges","Number.of.Items","days_since_last_checkout","Item.Lifetime.Checkout.Corrected","checkouts_per_day","x0","x1","x2","x3","x4","x5","scoreA","scoreB","scoreC","modelC","dscoreC","model","NumInhouseUses","NumCheckouts","NumRenewals","MODEL","n","MultiVolume"
"22","BT 000010 .O23  1966","BT10 .O23 1966",573495,"ALDERMAN",1966,"Forerunners of the Reformation; the shape of late medieval thought, illustrated by key documents.","Oberman, Heiko Augustinus","X000179394","STACKS","STACKS","BOOK","6/29/96","4/10/09",0,0,4,20,1,3692,20,0.00239234449760766,0.394606433157241,0.650374104366087,0.681456066926416,-0.293454709733024,0.175554051132991,0.243990273233913,0.198295947570907,0.956482484703884,0.368401967619371,4918,0.631598032380629,"0",4,20,0,"0",1,FALSE
"23","BT 000010 .O83  2009","BT10 .O83 2009",5546051,"ALDERMAN",2009,"The Oxford handbook of systematic theology /","","X030959062","STACKS","CHECKEDOUT","BOOK","1/30/12","9/3/18",10,15,2,25,1,259,10,0.00937382827146607,-0.739090961188379,-1.76059886813084,0.0560682940758573,2.18284342135886,-1.27932046068975,2.66891903639902,0.935125501484704,0.596618650248274,0.9788570393447,432,0.0211429606553002,"1",2,10,15,"1",1,FALSE
"24","BT 000010 .R4  1985B","BT10 .R4 1985b",90232,"ALDERMAN",1985,"Readings in Christian theology /","","X001046576","STACKS","STACKS","BOOK","6/28/96","12/20/10",0,0,1,3,1,3073,3,0.00035880875493362,-0.106329624809428,0.650797602165577,-0.381703146919534,-0.293454709733024,-0.0867725794578262,-0.462332261210552,0.440722719828659,0.556126198498532,0.301661472529191,5308,0.698338527470809,"0",1,3,0,"0",1,FALSE
"25","BT 000010 .R5  1969","BT10 .R5 1969",1175336,"ALDERMAN",1969,"Transcendence.","","X004203703","STACKS","STACKS","BOOK","6/29/96","2/26/18",1,141,1,143,1,448,2,0.0171052631578947,0.315511266109872,0.650374104366087,-0.44424192420459,22.9837477225307,-1.19922396120402,5.35433369092275,0.476125000210516,0.832218757132068,0.447468739251853,4527,0.552531260748147,"0",1,2,141,"0",1,FALSE
"26","BT 000010 .R68  1969","BT10 .R68 1969",1175337,"ALDERMAN",1969,"Talk of God.","","X000376376","STACKS","STACKS","BOOK","6/29/96","1/1/00",0,0,0,0,1,7079,0,0,0.315511266109872,0.650374104366087,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.243404622553814,0.918555601499975,0.0412436811691501,7701,0.95875631883085,"0",0,0,0,"0",1,FALSE
"27","BT 000010 .S43  2002","BT10 .S43 2002",4217858,"ALDERMAN",2002,"Shaping a theological mind : theological context and methodology /","","X004811045","STACKS","CHECKEDOUT","BOOK","2/3/05","9/27/18",1,0,0,7,1,235,7,0.0013412531136233,-0.554535571411185,-0.679832483832198,-0.13154803777931,-0.293454709733024,-1.28949144475143,-0.12109282547392,0.839672921919206,0.0378514756448567,0.916239131994386,1529,0.0837608680056136,"1",0,7,0,"1",1,FALSE
"28","BT 000010 .S93  1995","BT10 .S93 1995",2450717,"ALDERMAN",1995,"Creation, contingency and divine presence in the theologies of Thomas F. Torrance and Eberhard Jüngel /","Spjuth, Roland.","X006050225","STACKS","STACKS","BOOK","7/1/96","5/7/14",1,2,0,5,2,1839,3,0.000598229241445322,-0.369980181633991,0.649527108767107,-0.381703146919534,0.0367183744125609,-0.609730676629182,-0.379172628811615,0.54527947677049,0.15737906168215,0.487122998748044,4294,0.512877001251956,"0",0,3,2,"0",1,FALSE
"29","BT 000010 .T46","BT10 .T46",512782,"ALDERMAN",1975,"Theology and change : essays in memory of Alan Richardson /","","X000528741","STACKS","STACKS","BOOK","6/29/96","3/21/09",0,0,0,1,1,3712,1,0.000119617224880383,0.157320932015135,0.650374104366087,-0.506780701489646,-0.293454709733024,0.184029871184391,-0.545412368522899,0.38236751829423,0.484500118764117,0.182648512698435,6483,0.817351487301565,"0",0,1,0,"0",1,FALSE
"30","BT 000010 .T52  1986","BT10 .T52 1986",705367,"ALDERMAN",1986,"Theologia et cultura : studia in honorem Gotthard Nygren.","","X001224058","STACKS","STACKS","BOOK","6/29/96","1/1/00",0,0,0,1,1,7079,1,0.000119617224880383,-0.132694680491884,0.650374104366087,-0.506780701489646,-0.293454709733024,1.61093417683751,-0.545412368522899,0.307104982249475,0.223722128197551,0.0668949504747658,7406,0.933105049525234,"0",0,1,0,"0",1,FALSE
"31","BT 000010 .W4  1965","BT10 .W4 1965",815516,"ALDERMAN",1965,"God and Incarnation in mid-nineteenth century German theology:","Welch, Claude","X000957421","STACKS","STACKS","BOOK","6/29/96","3/11/03",0,0,0,2,1,5914,2,0.000239234449760766,0.420971488839698,0.650374104366087,-0.44424192420459,-0.293454709733024,1.11721765884349,-0.503864861062014,0.249833472343595,0.44412734452635,0.0670567450982362,7402,0.932943254901764,"0",0,2,0,"0",1,FALSE
"32","BT 000010 .Z3  1967","BT10 .Z3 1967",1175338,"ALDERMAN",1967,"The valley of silence; Catholic thought in contemporary Poland,","Zatko, James J.,","X000765689","STACKS","STACKS","BOOK","6/29/96","1/1/00",0,0,0,0,1,7079,0,0,0.368241377474785,0.650374104366087,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.235713691865705,0.277016273932531,0.0392083013397029,7720,0.960791698660297,"0",0,0,0,"0",1,FALSE
"33","BT 000100 .A57  E9","BT100 .A57 E9",279979,"ALDERMAN",1978,"Anselm and talking about God /","Evans, G. R. (Gillian Rosemary)","X001844688","STACKS","STACKS","BOOK","6/28/96","2/24/15",1,0,1,6,1,1546,6,0.000717617509867241,0.0782257649677659,0.650797602165577,-0.194086815064366,-0.293454709733024,-0.733901440382186,-0.33770464643732,0.439170764641506,0.721977156354114,0.452838429149563,4490,0.547161570850437,"0",1,6,0,"0",1,FALSE
"34","BT 000100 .A97  S33  2000","BT100 .A97 S33 2000",3704223,"ALDERMAN",2000,"Theology at Paris, 1316-1345 : Peter Auriol and the problem of divine foreknowledge and future contingents /","Schabel, Christopher","X004577738","STACKS","STACKS","BOOK","3/28/01","1/1/00",0,0,0,0,1,7079,0,0,-0.501805460046272,-0.0835475821501909,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.547009289006597,0.654542525997385,0.168695531650019,6621,0.831304468349981,"0",0,0,0,"0",1,FALSE
"35","BT 000100 .B4513  1989","BT100 .B4513 1989",1339064,"ALDERMAN",1989,"Spiritual writings /","Bellarmino, Roberto Francesco Romolo,","X001520490","STACKS","STACKS","BOOK","6/30/96","8/30/16",1,2,3,17,1,993,15,0.00203373609283407,-0.211789847539253,0.649950606566597,0.368762180501137,0.0367183744125609,-0.968257864803385,0.119432247516749,0.434208365889556,0.76524916687049,0.71071502920776,3036,0.28928497079224,"1",3,15,2,"1",1,FALSE
"36","BT 000100 .B5  T.000001","BT100 .B5 t.1",1178077,"ALDERMAN",1970,"Itinerarium mentis in deum.","Bonaventure,","X001850439","STACKS","STACKS","BOOK","6/29/96","5/6/09",0,0,1,5,1,3666,5,0.000598086124401914,0.289146210427416,0.650374104366087,-0.256625592349422,-0.293454709733024,0.164535485066172,-0.37922233867936,0.324934410396285,0.0699472569394857,0.204129580514675,6225,0.795870419485325,"0",3,7,0,"0",2,TRUE
"37","BT 000100 .B5  T.000002","BT100 .B5 t.2",1178077,"ALDERMAN",1970,"Itinerarium mentis in deum.","Bonaventure,","X002241139","STACKS","STACKS","BOOK","6/29/96","1/1/00",0,0,2,2,1,7079,2,0.000239234449760766,0.289146210427416,0.650374104366087,-0.44424192420459,-0.293454709733024,1.61093417683751,-0.503864861062014,0.233272697794698,0.0199231344740838,0.0476660473133131,7636,0.952333952686687,"0",3,7,0,"0",2,TRUE
"38","BT 000100 .B56  1953","BT100 .B56 1953",628527,"ALDERMAN",1953,"The mind's road to God.","Bonaventure,","X000024083","STACKS","CHECKEDOUT","BOOK","6/29/96","3/15/19",2,47,1,52,1,66,5,0.0062200956937799,0.737352157029173,0.650374104366087,-0.256625592349422,7.46561276768823,-1.36111212418576,1.57351051198223,0.381195416345959,0.553594653960317,0.429659692807545,4623,0.570340307192455,"0",1,5,47,"0",2,FALSE
"39","BT 000100 .B56  1953","BT100 .B56 1953",628527,"ALDERMAN",1953,"The mind's road to God.","Bonaventure,","X000024084","STACKS","STACKS","BOOK","6/29/96","1/1/00",0,0,0,0,1,7079,0,0,0.737352157029173,0.650374104366087,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.186658163821157,0.0346444114111364,0.027438667023701,7849,0.972561332976299,"0",1,5,47,"0",2,FALSE
"40","BT 000100 .B56  1956","BT100 .B56 1956",439664,"ALDERMAN",1956,"Itinerarium mentis in Deum.","Bonaventure,","X000031774","STACKS","STACKS","BOOK","6/29/96","5/17/18",2,5,1,23,1,368,18,0.0027511961722488,0.658256989981804,0.650374104366087,0.556378512356304,0.531978000630939,-1.23312724140962,0.368632795616567,0.27448321512212,0.17616925528273,0.617954391571832,3586,0.382045608428168,"0",1,18,5,"0",1,FALSE
"41","BT 000100 .B56  1979","BT100 .B56 1979",292276,"ALDERMAN",1979,"The mind's journey to God = Itinerarium mentis in Deum /","Bonaventure,","X000175458","STACKS","STACKS","BOOK","6/28/96","11/29/18",6,5,1,37,1,172,32,0.00442530797751465,0.0518607092853096,0.650797602165577,1.43192139434709,0.531978000630939,-1.31619027791334,0.950114039552743,0.270442827984521,0.582690180046484,0.885487399345462,1835,0.114512600654538,"1",1,32,5,"1",1,FALSE
"42","BT 000100 .B58  1970","BT100 .B58 1970",1761301,"ALDERMAN",1970,"Itinerario de la mente a Dios /","Bonaventure,","X030806631","STACKS","STACKS","BOOK","6/30/96","1/20/11",0,0,1,0,1,3042,0,0,0.289146210427416,0.649950606566597,-0.569319478774701,-0.293454709733024,-0.0999101005374956,-0.586959875983784,0.393289279244781,0.527870138641447,0.196469775510153,6331,0.803530224489847,"0",1,0,0,"0",1,FALSE
"43","BT 000100 .B598  F57  1978","BT100 .B598 F57 1978",272486,"ALDERMAN",1978,"De Deo trino et uno : d. Verhältnis von productio u. reductio in seiner Bedeutung für d. Gotteslehre Bonaventuras /","Fischer, Konrad.","X000059121","STACKS","STACKS","BOOK","6/28/96","1/1/00",0,0,0,0,1,7079,0,0,0.0782257649677659,0.650797602165577,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.279993486001636,0.998522019945085,0.0516968674353593,7584,0.948303132564641,"0",0,0,0,"0",1,TRUE
"44","BT 000100 .B63  M5  1995","BT100 .B63 M5 1995",2416204,"ALDERMAN",1995,"Dio nel pensiero di Boezio /","Micaelli, Claudio.","X002602284","STACKS","STACKS","BOOK","7/1/96","11/24/08",0,0,1,1,1,3829,1,0.000119645848289064,-0.369980181633991,0.649527108767107,-0.506780701489646,-0.293454709733024,0.233613418485079,-0.54540242654935,0.480956622543727,0.148008703021333,0.265038884001287,5588,0.734961115998713,"0",1,1,0,"0",1,FALSE
"45","BT 000100 .B67  1990","BT100 .B67 1990",1811765,"ALDERMAN",1990,"Introduction a la philosophie, ou, De la connoissance de Dieu et de soi-mesme /","Bossuet, Jacques Bénigne,","X001858785","STACKS","STACKS","BOOK","6/30/96","1/1/00",0,0,0,0,1,7079,0,0,-0.23815490322171,0.649950606566597,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.333945018257782,0.98633220163174,0.0696518662470497,7375,0.93034813375295,"0",0,0,0,"0",1,FALSE
"46","BT 000100 .C3  M34","BT100 .C3 M34",291274,"ALDERMAN",1977,"Dieu selon Calvin : des mots à la doctrine /","Malet, Nicole.","X000006397","STACKS","STACKS","BOOK","6/28/96","11/24/08",0,0,0,0,2,3829,0,0,0.104590820650222,0.650797602165577,-0.569319478774701,-0.293454709733024,0.233613418485079,-0.586959875983784,0.396781826493076,0.686140020145103,0.17388765863816,6564,0.82611234136184,"0",0,0,0,"0",1,FALSE
"47","BT 000100 .D86  T47","BT100 .D86 T47",296644,"ALDERMAN",1978,"Contra quodlibet Iohannis Duns Scoti /","Thomas,","X000008658","STACKS","STACKS","BOOK","6/28/96","1/1/00",0,0,0,0,1,7079,0,0,0.0782257649677659,0.650797602165577,-0.569319478774701,-0.293454709733024,1.61093417683751,-0.586959875983784,0.279993486001636,0.567935156868771,0.0516968674353593,7584,0.948303132564641,"0",0,0,0,"0",1,TRUE
"48","BT 000100 .E27  1974","BT100 .E27 1974",517908,"ALDERMAN",1974,"Parisian questions and prologues /","Eckhart,","X000317885","STACKS","STACKS","BOOK","6/29/96","5/12/10",0,0,2,13,1,3295,13,0.00155502392344498,0.183685987697591,0.650374104366087,0.243684625931025,-0.293454709733024,0.00730902311270939,-0.046842278992281,0.290685783202171,0.472621964057907,0.354873624635817,4983,0.645126375364183,"0",2,13,0,"0",1,FALSE
"49","BT 000100 .E32  D4  1985","BT100 .E32 D4 1985",42871,"ALDERMAN",1985,"Theism in the discourse of Jonathan Edwards /","De Prospo, R. C.,","X000952710","STACKS","STACKS","BOOK","6/28/96","12/2/01",0,0,1,5,1,6378,5,0.000598014591556034,-0.106329624809428,0.650797602165577,-0.256625592349422,-0.293454709733024,1.31385668403596,-0.379247184695064,0.295020512658617,0.737300793640316,0.107652205087072,7084,0.892347794912928,"0",1,5,0,"0",1,TRUE
"50","BT 000100 .F3  1990","BT100 .F3 1990",1895379,"ALDERMAN",1990,"Traité de l'existence de Dieu /","Fénelon, François de Salignac de La Mothe-,","X002042466","STACKS","STACKS","BOOK","6/30/96","9/23/04",0,0,0,5,1,5352,5,0.000598157674362962,-0.23815490322171,0.649950606566597,-0.256625592349422,-0.293454709733024,0.879047115399158,-0.379197486718921,0.356128642117294,0.874628155725077,0.175452209059182,6551,0.824547790940818,"0",0,5,0,"0",1,FALSE
"51","BT 000100 .G7  M8  1966","BT100 .G7 M8 1966",433490,"ALDERMAN",1966,"Die Unendlichkeit Gottes bei Gregor von Nyssa; Gregors Kritik am Gottesbegriff der klassischen Metaphysik.","Mühlenberg, Ekkehard.","X000681404","STACKS","STACKS","BOOK","6/29/96","1/16/08",0,0,2,46,1,4142,46,0.00550239234449761,0.394606433157241,0.650374104366087,2.30746427633787,-0.293454709733024,0.366260002289483,1.32422546721692,0.0777892854651223,0.865249939961359,0.710172861570253,3039,0.289827138429747,"1",2,46,0,"1",1,FALSE
"52","BT 000100 .G755  1999","BT100 .G755 1999",5710280,"ALDERMAN",1999,"Dialogue between an Orthodox and a Barlaamite /","Gregory Palamas,","X030841765","STACKS","STACKS","BOOK","6/22/12","10/28/14",2,1,0,3,2,1665,2,0.00118906064209275,-0.475440404363816,-1.82158255125741,-0.44424192420459,-0.128368167660232,-0.683470311076358,-0.173954926669875,0.92981516960666,0.0337119861505926,0.926644420494448,1391,0.0733555795055525,"1",0,2,1,"1",1,FALSE
"53","BT 000100 .G756  P36  1994","BT100 .G756 P36 1994",2654211,"ALDERMAN",1994,"Maimonides and Palamas on God /","Papademetriou, George C.","X004103651","STACKS","STACKS","BOOK","2/28/97","11/24/08",0,0,0,8,1,3829,8,0.00098570724494825,-0.343615125951535,0.547040641290511,-0.0690092604942544,-0.293454709733024,0.233613418485079,-0.244587118592954,0.432107459036783,0.868317438522354,0.376120376961096,4885,0.623879623038905,"0",0,8,0,"0",1,FALSE
