Catalog Id,Bib Marc Subfield Data,Item Library Code,Item Collection,Item Call Number,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Type,Item Created Date,Item Last Checkout Date,Item Status,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Number of Items,Item Legacy Total Charges
2740009,2,ALDERMAN,STACKS,PA v.10,0,Classical pamphlets,,X002313185,BOOK,6/30/96,10/13/09,STACKS,0,0,0,1,2
2740735,2,ALDERMAN,STACKS,PA v.33,0,Classical pamphlets,,X002449528,BOOK,6/30/96,10/13/09,STACKS,0,0,0,1,1
3864715,2,ALDERMAN,STACKS,PA1 .A1 L4 v.17,1999,"Il testo di Eschilo e le sue interpretazioni : atti del Seminario di studi, Cagliari, 21-23 maggio 1998 /",,3864715-1001,BOOK,7/22/02,1/1/00,STACKS,0,0,0,1,0
3735983,2,ALDERMAN,STACKS,PA1 .A48 1999,1999,"Gasparino Barzizza e la rinascita degli studi classici : fra continuità e rinnovamento : atti del Seminario di studi, Napoli, Palazzo Sforza, 11 aprile 1997 /",,X004612797,BOOK,7/20/01,6/5/13,CHECKEDOUT,1,0,1,1,2
3935295,2,ALDERMAN,STACKS,PA1 .A48 2000,2000,"La letteratura pseudepigrafa nella cultura greca e romana : atti di un incontro di studi, Napoli, 15-17 gennaio 1998 /",,X004719101,BOOK,4/16/03,4/30/13,STACKS,1,0,1,1,1
543486,2,ALDERMAN,STACKS,PA1 .C352 v.1,1953,"Preliminary studies for the interpretation of Saint Augustine's concept of Providence,","Götte, Johannes.",X000326980,BOOK,6/29/96,10/13/09,STACKS,0,0,0,1,0
542991,2,ALDERMAN,STACKS,PA1 .C352 v.2,1954,"The Augustinian concept of Authority,","Hohensee, H.",X000326958,BOOK,6/29/96,10/13/09,STACKS,0,0,0,1,2
87895,2,ALDERMAN,STACKS,PA1009 .C64 no.45,1983,The Hagiopolites : a Byzantine treatise on musical theory /,,X000993706,BOOK,6/28/96,1/1/00,STACKS,0,0,1,1,2
779488,2,ALDERMAN,STACKS,PA1009 .C64 no.46,1983,Compendium logicae Porretanum : ex codice Oxoniensi Collegii Corporis Christi 250 = A manual of Porretan doctrine by a pupil of Gilbert's /,,X001278647,BOOK,6/29/96,10/16/09,STACKS,0,0,1,1,2
150779,2,ALDERMAN,STACKS,PA1023 .C6 1948 t.1,1950,"Actes, Paris 27 juillet-2 août 1948.",International Congress of Byzantine Studies,X032025429,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
150779,2,ALDERMAN,STACKS,PA1023 .C6 1948 t.2,1950,"Actes, Paris 27 juillet-2 août 1948.",International Congress of Byzantine Studies,X032025425,BOOK,2/5/18,1/1/00,STACKS,0,0,0,1,0
1756089,2,ALDERMAN,STACKS,PA1025 .M47 1980 t. 2,1980,Mesai?nika kai Nea Hell?nika.,,X001971684,BOOK,6/30/96,10/16/09,STACKS,0,0,1,1,0
318184,2,ALDERMAN,STACKS,PA1027 .W4,1977,Medieval and humanist Greek : collected essays /,"Weiss, Roberto.",X000306059,BOOK,6/28/96,5/25/10,STACKS,0,0,1,1,2
1738775,2,ALDERMAN,STACKS,PA1039 .A2 K68 1984,1984,melet? philologik? / To epistolarion Ge?rgiou Lakap?nou-Andronikou Zaridou (1299-1315 ca.) kai ho iatros-aktouarios I?ann?s Zacharias (1275 ca.-1328?) :,"Kourous?s, Stauros I?.",X001864994,BOOK,6/30/96,10/16/09,STACKS,0,0,0,1,0
93415,2,ALDERMAN,STACKS,PA1050 .B35 1982,1982,La sostanziale balcanizzazione del territorio romeico e della lingua neogreca /,"Banfi, Emanuele.",X001019129,BOOK,6/28/96,10/16/09,STACKS,0,0,0,1,1
570515,2,ALDERMAN,STACKS,PA1050 .B5,1972,Kazantzakis and the linguistic revolution in Greek literature.,"Bien, Peter.",X000908248,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
993903,2,ALDERMAN,STACKS,PA1050 .B7,1969,Medieval and modern Greek.,"Browning, Robert,",X004203736,BOOK,6/29/96,4/11/17,STACKS,1,9,1,1,14
993904,2,ALDERMAN,STACKS,PA1050 .G3 1870,1970,"The Modern Greek language in its relation to ancient Greek,","Geldart, Edmund Martin,",X001085713,BOOK,6/29/96,5/4/99,STACKS,0,0,0,1,3
1655095,2,ALDERMAN,STACKS,PA1050 .K746 1988 t.A,1988,grammateia kai gl?ssa / Mesai?nika melet?mata :,"Kriaras, Emmanou?l.",X001739993,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
1655095,2,ALDERMAN,STACKS,PA1050 .K746 1988 t.B,1988,grammateia kai gl?ssa / Mesai?nika melet?mata :,"Kriaras, Emmanou?l.",X001740006,BOOK,6/30/96,10/16/09,STACKS,0,0,0,1,0
4895525,2,ALDERMAN,STACKS,PA1050 .M33 2009,2009,"Language and national identity in Greece, 1766-1976 /","Mackridge, Peter.",X030566392,BOOK,7/22/09,10/19/09,STACKS,0,0,0,1,4
2088536,2,ALDERMAN,STACKS,PA1050 .V56 1991,1991,Il greco : preistoria e storia di una lingua indoeuropea /,"Vincenzi, Giuseppe Carlo.",X002214017,BOOK,6/30/96,10/9/06,STACKS,0,0,0,1,2
1600834,2,ALDERMAN,STACKS,PA1051 .P4,1863,Kurze theoretisch praktische grammatik der neugriechischen sprache /,"Pencker, A. Theodor.",X031667735,BOOK,6/30/96,5/11/16,STACKS,0,0,1,1,0
2730847,2,ALDERMAN,STACKS,PA1057 .H63 1997,1997,Greek : a comprehensive grammar of the modern language /,"Holton, David.",X006044813,BOOK,10/31/97,8/24/17,STACKS,4,10,1,1,31
993905,2,ALDERMAN,STACKS,PA1057 .H65,1964,"Reference grammar of literary Dhimotiki,","(Fred Walter), Householder, Fred W.",X032025431,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
2376030,2,ALDERMAN,STACKS,PA1057 .I58 1993,1994,"papers from the First International Conference on Greek Linguistics, Reading, September 1993 / Themes in Greek linguistics :",International Conference on Greek Linguistics,X002562457,BOOK,7/1/96,3/15/15,STACKS,1,1,0,1,4
705831,2,ALDERMAN,STACKS,PA1057 .J67 1987,1987,Modern Greek /,"Joseph, Brian D.",X001158982,BOOK,6/29/96,1/28/13,STACKS,1,0,1,1,12
52767,2,ALDERMAN,STACKS,PA1057 .M27 1985,1985,a descriptive analysis of standard modern Greek / The modern Greek language :,"Mackridge, Peter",X000903794,BOOK,6/28/96,4/20/16,STACKS,1,7,4,1,52
432176,2,ALDERMAN,STACKS,PA1058 .A6 1932,1932,Greek self-taught (modern) by the natural method with phonetic pronunciation (Thimm's system) /,"Anastassiou, Nicolaos.",X001054333,BOOK,6/29/96,10/16/09,STACKS,0,0,1,1,6
21909,2,ALDERMAN,STACKS,PA1058 .C43 1907,1907,La question de la langue écrite néogrecque.,"Chatzidakis, Ge?rgios N.",X001150098,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
993906,2,ALDERMAN,STACKS,PA1058 .D5 1941,1938,"a simplified method of instruction in modern Greek for school and self study, Greek made easy;","(George Constantopoulos), Divry, George C.",X000530400,BOOK,6/29/96,5/12/18,CHECKEDOUT,1,8,0,1,10
646535,2,ALDERMAN,STACKS,PA1058 .D5 1946,1946,Greek made easy : a simplified method of instruction in modern Greek for schools and self study /,"(George Constantopoulos), Divry, George C.",X000988810,BOOK,6/29/96,4/11/17,STACKS,1,14,1,1,54
993907,2,ALDERMAN,STACKS,PA1058 .F3 1944,1944,"A practical introduction to spoken modern Greek,","Fay, Jay Wharton.",X000530139,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
4001285,2,ALDERMAN,STACKS,PA1058 .H54 2004,2004,an essential grammar of the modern language / Greek :,"Holton, David.",X004734931,BOOK,1/21/04,6/18/18,CHECKEDOUT,3,6,1,1,19
6225230,2,ALDERMAN,STACKS,PA1058 .L5 1917,1917,E grammatike tou demotikou scholeiou e grammatikai kai orthographikai askeseis.,"Livadas, Spyridonos Z.",X031633916,BOOK,3/12/14,1/1/00,STACKS,0,0,0,1,0
129302,2,ALDERMAN,STACKS,PA1058 .P372 1921,1921,A handbook of the modern Greek spoken language with exercises /,"Petraris, K. (Karl)",129302-1001,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
457934,2,ALDERMAN,STACKS,PA1058 .P7 1950,1950,A grammar of modern Greek on a phonetic basis.,"Pring, J. T. (Julian Talbot)",X000389806,BOOK,6/29/96,4/11/02,STACKS,0,0,1,1,13
635451,2,ALDERMAN,STACKS,PA1058 .R3,1896,"A practical method in the modern Greek language,","Rangabé, Eugene Rizo,",X001053857,BOOK,6/29/96,5/15/14,STACKS,0,4,0,1,12
993910,2,ALDERMAN,STACKS,PA1058 .S7,1896,"a short road to ancient Greek, Modern Greek mastery,","Stedman, Thomas Lathrop,",993910-1001,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
993911,2,ALDERMAN,STACKS,PA1058 .T44 1964,1964,"A handbook of the modern Greek language: grammar, texts, glossary.","Thumb, Albert,",X000939125,BOOK,6/29/96,4/9/13,STACKS,1,16,1,1,20
1358582,2,ALDERMAN,STACKS,PA1058 .W5 1893,1893,Für den Schul- und Selbstunterricht; Praktisches Lehrbuch der neugriechischen Volkssprache.,"Wied, Karl,",X032025430,BOOK,6/30/96,1/1/00,STACKS,0,0,1,1,0
993912,2,ALDERMAN,STACKS,PA1059 .D5 1942,1942,To alphab?tarion tou hell?nopaidos t?s Amerik?s.,"(George Constantopoulos), Divry, George C.",X001688836,BOOK,6/29/96,10/16/09,STACKS,0,0,0,1,2
675329,2,ALDERMAN,STACKS,PA1059 .F29 1983,1983,Advanced modern Greek : including an addendum with answers to exercises /,"Farmakides, Anne.",X001188909,BOOK,6/29/96,5/15/14,STACKS,0,4,0,1,5
2310795,2,ALDERMAN,STACKS,PA1059 .J3,1894,Comment parle-t-on à Athènes? Écho du grec moderne parlé / Echo Ath?n?n :,"(Antonius Nicholas), Jannaris, Antonius N.",X030833322,BOOK,7/1/96,1/29/15,STACKS,0,0,2,1,0
1358277,2,ALDERMAN,STACKS,PA1059 .K16 1947 manual,1947,"Spoken Greek,","Kahane, Henry,",X030583309,BOOK,10/16/09,10/16/09,STACKS,0,0,0,1,0
1358277,2,ALDERMAN,STACKS,PA1059 .K16 1947 v.1,1947,"Spoken Greek,","Kahane, Henry,",X000743505,BOOK,6/30/96,5/12/18,CHECKEDOUT,1,9,0,1,16
993913,2,ALDERMAN,STACKS,PA1059 .W4 1943,1943,"Greek,","Wesander, E.,",X000530415,BOOK,6/29/96,4/11/17,STACKS,1,9,1,1,11
2826687,2,ALDERMAN,STACKS,PA1061 .T48 1998,1998,Themes in Greek linguistics II /,,X004206260,BOOK,9/1/98,11/3/05,STACKS,0,0,0,1,1
993916,2,ALDERMAN,STACKS,PA1085 .B3,1974,Pronomen abundans and pronomen coniunctum. A contribution to the history of the resumptive pronoun within the relative clause in Greek.,"Bakker, Willem Frederik,",X032025427,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
4005360,2,ALDERMAN,STACKS,PA1085 .P36 2004,2004,from clitics to affixes / Variation and morphosyntactic change in Greek :,"Pappas, Panayiotis A.,",X004743219,BOOK,2/5/04,1/1/00,STACKS,0,0,0,1,0
4884780,2,ALDERMAN,STACKS,PA1091 .G79 2008,2008,a theoretical and experimental approach / On the nature of preverbal focus in Greek :,"Gryllia, Stella,",X030564803,BOOK,6/19/09,9/8/09,STACKS,0,0,0,1,0
2865817,2,ALDERMAN,STACKS,PA1091 .S78 1999,1999,Studies in Greek syntax /,,X004220060,BOOK,12/28/98,4/26/10,STACKS,0,0,0,1,3
1811870,2,ALDERMAN,STACKS,PA11 .C4 L56 1990,1990,The origins of the Center for Hellenic Studies /,"Lindquist, Eric N.",X001925054,BOOK,6/30/96,4/10/17,STACKS,1,0,1,1,1
1610952,2,ALDERMAN,STACKS,PA1106 .B67 1989,1989,"Stress and prosodic structure in Greek : a phonological, acoustic, physiological, and perceptual study /","Botinis, Antonis.",X001636111,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
665940,2,ALDERMAN,STACKS,PA1106 .H63 1981,1981,Der Prosarhythmus in der rhetorischen Literatur der Byzantiner /,"Hörandner, Wolfram.",X000774630,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,2
1054052,2,ALDERMAN,STACKS,PA111 .B8 1933,1933,"Comparative grammar of Greek and Latin,","Buck, Carl Darling,",X000379708,BOOK,6/29/96,4/3/12,STACKS,1,3,3,1,17
2310782,2,ALDERMAN,STACKS,PA111 .C43 1924 v.1,1924,Akad?meika anagn?smata : eis t?n hell?nik?n kai latinik?n grammatik?n.,"Chatzidakis, Ge?rgios N.",X031917120,BOOK,7/1/96,2/14/18,STACKS,0,0,0,1,0
2310782,2,ALDERMAN,STACKS,PA111 .C43 1924 v.2,1924,Akad?meika anagn?smata : eis t?n hell?nik?n kai latinik?n grammatik?n.,"Chatzidakis, Ge?rgios N.",X031917121,BOOK,2/9/18,2/14/18,STACKS,0,0,0,1,0
2310782,2,ALDERMAN,STACKS,PA111 .C43 1924 v.3 pt.1,1924,Akad?meika anagn?smata : eis t?n hell?nik?n kai latinik?n grammatik?n.,"Chatzidakis, Ge?rgios N.",X031917122,BOOK,2/9/18,2/14/18,STACKS,0,0,0,1,0
2310782,2,ALDERMAN,STACKS,PA111 .C43 1924 v.3 pt.2,1924,Akad?meika anagn?smata : eis t?n hell?nik?n kai latinik?n grammatik?n.,"Chatzidakis, Ge?rgios N.",X031917123,BOOK,2/9/18,2/14/18,STACKS,0,0,0,1,0
667264,2,ALDERMAN,STACKS,PA111 .H5 1890,1890,A short comparative grammar of Greek and Latin for schools and colleges.,"Henry, Victor,",X002641365,BOOK,6/29/96,3/15/05,STACKS,0,0,0,1,2
991797,2,ALDERMAN,STACKS,PA111 .H55 1871,1871,Untersuchungen über die bildungsgeschichte der griechischen und lateinischen sprache,"Herzog, Ernst von,",X032026131,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
517722,2,ALDERMAN,STACKS,PA111 .M45 1968,1968,Traité de grammaire comparée des langues classiques /,"(Antoine), Meillet, A.",X000742772,BOOK,6/29/96,4/9/13,STACKS,1,4,0,1,8
2381261,2,ALDERMAN,STACKS,PA111 .S54 1995,1995,New comparative grammar of Greek and Latin /,"Sihler, Andrew L.",X002574645,BOOK,7/1/96,2/12/18,STACKS,11,11,6,1,41
4821302,2,ALDERMAN,STACKS,PA111 .S54 1995,1995,New comparative grammar of Greek and Latin /,"Sihler, Andrew L.",X030471286,BOOK,2/17/09,4/17/15,STACKS,3,7,1,1,14
130075,2,ALDERMAN,STACKS,PA1113 .D36 1978 v.1,1978,Etymologiko lexiko t?s neoell?nik?s /,"Dankits?s, K?nstantinos.",X000938990,BOOK,6/28/96,2/5/18,STACKS,0,0,0,1,0
130075,2,ALDERMAN,STACKS,PA1113 .D36 1978 v.2,1978,Etymologiko lexiko t?s neoell?nik?s /,"Dankits?s, K?nstantinos.",X000956729,BOOK,6/28/96,10/16/09,STACKS,0,0,0,1,0
219304,2,ALDERMAN,STACKS,PA1114.5 .A4 M87 1977,1977,Rumänische Lehnwörter im Neugriechischen : mit historischen Vorbemerkungen /,"Murnu, George,",X000334661,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
1991866,2,ALDERMAN,STACKS,PA1114.5 .P64 B83 1991,1991,Zapo?yczenia s?owia?skie w dialektach nowogreckich /,"Budziszewska, Wanda.",X002120357,BOOK,6/30/96,1/1/00,STACKS,0,0,1,1,1
643159,2,ALDERMAN,STACKS,PA1123 .P5 1982 Order ACU0246-001,1982,Photii Patriarchae Lexicon /,Photius,643159-2001,BOOK,2/26/98,1/1/00,STACKS,0,0,0,1,0
643159,2,ALDERMAN,STACKS,PA1123 .P5 1982 v.1,1982,Photii Patriarchae Lexicon /,Photius,X000402213,BOOK,6/29/96,1/1/00,STACKS,0,0,1,1,1
643159,2,ALDERMAN,STACKS,PA1123 .P5 1982 v.2,1982,Photii Patriarchae Lexicon /,Photius,X004335329,BOOK,3/11/99,3/28/14,STACKS,0,0,1,1,0
643159,2,ALDERMAN,STACKS,PA1123 .P5 1982 v.3,1982,Photii Patriarchae Lexicon /,Photius,X030852027,BOOK,3/5/13,3/28/14,STACKS,0,0,0,1,0
993918,2,ALDERMAN,STACKS,PA1125 .D8 1688a,1958,Glossarium ad scriptores mediæ & infimæ Græcitatis ...,"Du Cange, Charles Du Fresne,",X030507225,BOOK,6/29/96,1/1/00,STACKS,0,0,1,1,0
993919,2,ALDERMAN,STACKS,PA1125 .S6 1870,1870,(from B.C. 146 to A.D. 1100) / Greek lexicon of the Roman and Byzantine periods :,"Sophocles, E. A. (Evangelinus Apostolides),",X001532786,BOOK,6/29/96,7/18/17,STACKS,0,0,2,1,12
993920,2,ALDERMAN,STACKS,PA1125 .S6 1887,1900,Greek lexicon of the Roman and Byzantine periods (from 146 B. C. to 1100),"(Evangelinus Apostolides), Sophocles, E. A.",X002122654,BOOK,6/29/96,11/19/07,STACKS,0,0,3,1,26
993921,2,ALDERMAN,STACKS,PA1125 .S6 1957 v.1,1957,Greek lexicon of the Roman and Byzantine periods (from 146 B. C. to 1100),"Sophocles, E. A. (Evangelinus Apostolides),",X030498378,BOOK,6/29/96,1/1/00,STACKS,0,0,3,1,0
993921,2,ALDERMAN,STACKS,PA1125 .S6 1957 v.2,1957,Greek lexicon of the Roman and Byzantine periods (from 146 B. C. to 1100),"Sophocles, E. A. (Evangelinus Apostolides),",X030498379,BOOK,12/7/09,1/1/00,STACKS,0,0,3,1,0
783255,2,ALDERMAN,STACKS,PA1127 .B36 1985,1985,"Quattro ""lessici neogreci"" della Turcocrazia : notizie di interesse linguistico nelle relazioni di viaggiatori in ambiente romeico tra i secoli XVI e XVII /","Banfi, Emanuele.",X001255286,BOOK,6/29/96,10/16/09,STACKS,0,0,0,1,0
109424,2,ALDERMAN,STACKS,PA1131 .S54 1984,1984,"Monotoniko lexiko t?s d?motik?s gl?ssas : orthographiko, erm?neutiko, enkyklopaidiko : grammatik?, syntaktiko /","Skiada, L.",X001034655,BOOK,6/28/96,5/15/14,STACKS,0,4,0,1,5
993924,2,ALDERMAN,STACKS,PA1139 .E5 K77 1900,1900,Greek-English lexicon with explanations of the more difficult pronunciation of the English words in order to facilitate the Greek learner.,"Kontopoulos, Nikolaos,",X006136462,BOOK,6/29/96,8/26/09,STACKS,0,0,4,1,5
993925,2,ALDERMAN,STACKS,PA1139 .E5 K85 1947,1942,"English-Greek and Greek-English dictionary,","Kykk?t?s, Hierotheos.",X000743508,BOOK,6/29/96,10/12/11,STACKS,0,0,4,1,14
993926,2,ALDERMAN,STACKS,PA1139 .E5 K85 1957,1957,"including English and Greek grammar, geographical and proper names, and abbreviations. English-modern Greek and modern Greek-English dictionary;","Kykk?t?s, Hierotheos.",X030593439,BOOK,6/29/96,5/17/13,STACKS,1,10,4,1,11
993927,2,ALDERMAN,STACKS,PA1139 .E5 P7 1854,1854,Lexikon Angloell?nikon.,"Polymer?s, Ge?rgios.",X032025433,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
3613181,2 19,ALDERMAN,STACKS,PA1139 .E5 P75,1982,The Oxford dictionary of modern Greek : English-Greek /,"(Julian Talbot) Pring, J. T.",X000352725,BOOK,6/28/96,6/27/11,STACKS,0,0,6,1,1
394438,2 3 17,ALDERMAN,STACKS,PA1139 .E5 P76 1975,1975,The Oxford dictionary of modern Greek (Greek-English) /,"(Julian Talbot) Pring, J. T.",X001562514,BOOK,6/28/96,5/5/16,STACKS,2,2,0,1,4
4897899,2,ALDERMAN,STACKS,PA1139 .E5 S729 2008,2008,Oxford English-Greek learner's dictionary /,"Stavropoulos, D. N.",X030561883,BOOK,8/5/09,6/18/18,CHECKEDOUT,1,5,1,1,32
4792732,2,ALDERMAN,REFERENCE,PA1139 .E5 S73 2008,2008,Oxford Greek-English learner's dictionary /,"Stavropoulos, D. N.",X030276624,REFERENCE,11/17/08,1/1/00,REFERENCE,0,0,4,1,0
471521,2,ALDERMAN,STACKS,PA1139 .E5 S9 1959,1959,"English-Greek and Greek-English, Vocabulary of modern spoken Greek.","Swanson, Donald C. (Donald Carl),",X030753120,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
203029,2,ALDERMAN,STACKS,PA1145 .S5,1979,Modern Greek evidence for the ancient Greek vocabulary /,"(George Pelham) Shipp, G. P.",X000223027,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
1372997,2,ALDERMAN,STACKS,PA1145 .S7 1988,1988,Studien zur byzantinischen Lexikographie /,,X001615475,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
993930,2,ALDERMAN,STACKS,PA1151 .A5,1974,Lexikon der Archaismen in neugriechischen Dialekten /,"Andri?t?s, N. P. (Nikolaos P.),",X032025434,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
105035,2,ALDERMAN,STACKS,PA1153 .R8 K37 1984,1984,"gl?ssiko idi?ma (grammatikoi kanones), idi?matiko lexilogio, laïkes paroimies, ap*kasta (ainigmata) / Roumeli?tik? laographia :","Karapiper?s, D?m?trios P.",X001038165,BOOK,6/28/96,10/16/09,STACKS,0,0,0,1,0
350924,2,ALDERMAN,STACKS,PA1159 .R6316 1974,1974,Scavi linguistici nella Magna Grecia /,"Rohlfs, Gerhard,",X000047123,BOOK,6/28/96,10/16/09,STACKS,0,0,0,1,1
1871209,2,ALDERMAN,STACKS,PA1179 .L48 1991,1991,"Lexicographica Byzantina : Beiträge zum Symposion zur byzantinischen Lexikographie (Wien, 1.-4. 3. 1989) /",,X002001027,BOOK,6/30/96,11/2/01,STACKS,0,0,0,1,3
993933,2,ALDERMAN,STACKS,PA1179 .W35 pt.1,1870,being a collection of the earliest compositions in vulgar Greek prior to the year 1500 / Medieval Greek texts :,"Wagner, Wilhelm,",X031786784,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
1357801,2,ALDERMAN,STACKS,PA12 .A8,1932,"Congrès de Nîmes, 30 mars-2 avril 1932 : actes du Congrès /",Association Guillaume Budé.,1357801-1001,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
2901145,2,ALDERMAN,STACKS,PA12 .C567 1998 v.2,1998,Congreso Internacional Sobre Humanismo y Renacimiento /,,X004306428,BOOK,4/14/99,10/16/09,STACKS,0,0,0,1,0
2152551,2,ALDERMAN,STACKS,PA121 .M36 1990,1990,Aspirate greche e geminate latine /,"Mancini, Marco.",X002329546,BOOK,7/1/96,3/7/03,STACKS,0,0,0,1,2
1366077,2 14,ALDERMAN,STACKS,PA13 .L5 v.2 1840,1836,Acta ... v. I-II /,"Societas graeca, Leipzig.",X031980790,BOOK,2/6/18,1/1/00,STACKS,0,0,0,1,0
292734,2,ALDERMAN,STACKS,PA131 .E7 1978,1978,Dialog über die richtige Aussprache der lateinischen und griechischen Sprache / Desiderii Erasmi Roterodami De recta Latini Graecique sermonis pronuntiatione dialogus =,"Erasmus, Desiderius,",X000008499,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,3
563223,2,ALDERMAN,STACKS,PA131 .S8 1940,1940,"The pronunciation of Greek and Latin,","(Edgar Howard), Sturtevant, Edgar H.",X032026132,BOOK,6/29/96,10/1/96,STACKS,0,0,0,1,3
423625,3,CLEMONS,BY-REQUEST,PA131 .S8 1977,1977,The pronunciation of Greek and Latin /,"Sturtevant, Edgar H. (Edgar Howard),",X000132810,BOOK,6/29/96,6/20/08,BY-REQUEST,0,0,0,1,1
993923,2,ALDERMAN,STACKS,PA139 .E5 J3,1919,"A concise dictionary of the English and modern Greek languages as actually written and spoken,","Jannaris, Antonius N. (Antonius Nicholas),",993923-1001,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
993928,2 4,ALDERMAN,STACKS,PA139 .E5 P76,1965,The Oxford dictionary of modern Greek (Greek-English),"Pring, J. T. (Julian Talbot)",993928-1001,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
95794,2,ALDERMAN,STACKS,PA161 .H58 1984,1984,Die neutralen Verbalabstrakta auf *-es/-os im Griechischen und Lateinischen /,"Höfer, Rainer.",X001076487,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
82426,2,ALDERMAN,STACKS,PA161 .H6 1877,1877,ein Beitrag zur Rationellen Behandlung der griechischen und lateinischen Casussyntax auf Grund der sicheren Ergebnisse der Vergleichenden Sprachforschung / Wahrheit und irrtum der localistischen Casustheorie :,"Holzweissig, Friedrich W.,",X001150074,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
4024145,2,ALDERMAN,STACKS,PA161 .K78 2004,2004,Römische Inschriften und Wackernagels Gesetz : Untersuchungen zur Syntax epigraphischer Texte aus republikanischer Zeit : Vorgelegt am 9.5.2003 von Géza Alföldy /,"Kruschwitz, Peter.",X004786043,BOOK,4/19/04,3/3/05,STACKS,0,0,1,1,1
993476,2,ALDERMAN,STACKS,PA161 .M6 1934,1934,"Comparative Greek and Latin syntax,","Moore, R. W. (Ralph Westwood)",X000923728,BOOK,6/29/96,10/16/09,STACKS,0,0,0,1,22
1316398,2,ALDERMAN,STACKS,PA161 .M6 1952,1952,Comparative Greek and Latin syntax.,"Moore, R. W. (Ralph Westwood),",X000618620,BOOK,6/30/96,4/9/13,STACKS,0,16,1,1,56
993477,2,ALDERMAN,STACKS,PA161 .W5 1877,1877,For use in classical schools. Parallel rules of Greek and Latin syntax.,"Whiton, James Morris,",X001585869,BOOK,6/29/96,10/16/09,STACKS,0,0,0,1,10
7345571,2,ALDERMAN,STACKS,PA181 .A53 2017,2017,from Aristotle to Philostratus / Ancient rhetoric :,,X031824702,BOOK,1/22/18,4/10/18,CHECKEDOUT,1,2,0,1,3
6096547,2,ALDERMAN,STACKS,PA181 .A66 2013,2013,Fragments et témoignages /,,X031622254,BOOK,7/8/13,1/1/00,STACKS,0,0,0,1,0
5014100,2,ALDERMAN,STACKS,PA181 .C36 2009,2009,The Cambridge companion to ancient rhetoric /,,X030595754,BOOK,10/2/09,10/23/18,CHECKEDOUT,1,39,0,1,48
2397085,2,ALDERMAN,STACKS,PA181 .C59 1994,1994,Imitatio et tractatio : die literarisch-rhetorischen Grundlagen der Nachahmung in Antike und Mittelalter /,"Cizek, Alexandru N.",X006035823,BOOK,7/1/96,5/22/07,STACKS,0,0,0,1,3
6993040,2,ALDERMAN,STACKS,PA181 .E27 2016,2016,L'écriture des traités de rhétorique des origines grecques à la Renaissance /,,X031803977,BOOK,2/23/17,3/17/17,STACKS,1,0,0,1,1
993478,2,ALDERMAN,STACKS,PA181 .F8,1960,ein Beitrag zur Geschichte der Wissenschaften in der Antike. Das systematische Lehrbuch:,"Fuhrmann, Manfred.",X032026130,BOOK,6/29/96,7/13/04,STACKS,0,0,0,1,3
4135771,2,ALDERMAN,STACKS,PA181 .H33 2005,2005,Ancient rhetoric and oratory /,"Habinek, Thomas N.,",X004771980,BOOK,11/11/04,10/31/17,CHECKEDOUT,2,5,0,1,14
460393,2,ALDERMAN,STACKS,PA181 .L3 1973 V.1,1973,Handbuch der literarischen Rhetorik : eine Grundlegung d. Literaturwiss. /,"Lausberg, Heinrich.",X000279841,BOOK,6/29/96,4/21/12,STACKS,0,2,0,1,23
460393,2,ALDERMAN,STACKS,PA181 .L3 1973 V.2,1973,Handbuch der literarischen Rhetorik : eine Grundlegung d. Literaturwiss. /,"Lausberg, Heinrich.",X000279836,BOOK,6/29/96,3/21/10,STACKS,0,0,0,1,20
2796957,2,ALDERMAN,STACKS,PA181 .L313 1998,1998,a foundation for literary study / Handbook of literary rhetoric :,"Lausberg, Heinrich.",X004208394,BOOK,5/22/98,9/7/16,STACKS,3,11,6,1,64
