Catalog Id,Bib Marc Subfield Data,Item Library Code,Item Collection,Item Call Number,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Type,Item Created Date,Item Last Checkout Date,Item Status,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Number of Items,Item Legacy Total Charges
2708762,2,ALDERMAN,STACKS,DC146 .M7 W57 1900z,1982,Graf Mirabeau : Biographie /,"Wittkop, Justus Franz,",X004142550,BOOK,8/11/97,1/5/11,STACKS,0,0,0,1,0
1729132,2,ALDERMAN,STACKS,DC146 .M738 A3 1989,1989,"Souvenirs d'une femme du peuple, 1777-1802 /","Monnard, Marie-Victoire.",X002648072,BOOK,6/30/96,1/5/11,STACKS,0,0,0,1,1
149988,2,ALDERMAN,STACKS,DC146 .M74 A3 1898 v.1,1898,Mémoires d'un ministre du trésor public 1780-1815;,"Mollien, François Nicolas,",X000485098,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
149988,2,ALDERMAN,STACKS,DC146 .M74 A3 1898 v.2,1898,Mémoires d'un ministre du trésor public 1780-1815;,"Mollien, François Nicolas,",X000485099,BOOK,6/28/96,1/1/00,STACKS,0,0,1,1,2
149988,2,ALDERMAN,STACKS,DC146 .M74 A3 1898 v.3,1898,Mémoires d'un ministre du trésor public 1780-1815;,"Mollien, François Nicolas,",X000485100,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
4857594,2,ALDERMAN,STACKS,DC146 .M75 A3 2009,2009,"Ma captivité pendant la terreur, mémoires /","Montpensier, Antoine Philippe d'Orléans,",X030568927,BOOK,4/6/09,1/1/00,STACKS,0,0,0,1,0
106814,2,ALDERMAN,STACKS,DC146 .M79 S3 1986,1986,"Moreau, rival républicain de Bonaparte /","Savinel, Pierre.",X001082098,BOOK,6/28/96,11/14/01,STACKS,0,0,4,1,1
453833,2,ALDERMAN,STACKS,DC146 .M85 A3 1967 v.1,1967,Mémoires inédits de l'abbé Morellet sur le dix-huitième siècle et sur la Révolution.,"Morellet, André,",X000598179,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
453833,2,ALDERMAN,STACKS,DC146 .M85 A3 1967 v.2,1967,Mémoires inédits de l'abbé Morellet sur le dix-huitième siècle et sur la Révolution.,"Morellet, André,",X000598176,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
1661933,2,ALDERMAN,STACKS,DC146 .M85 A3 1988,1988,Mémoires de l'abbé Morellet de l'Académie française sur le dix-huitième siècle et sur la Révolution /,"Morellet, André,",X001736263,BOOK,6/30/96,5/15/00,STACKS,0,0,1,1,4
2446906,2,ALDERMAN,STACKS,DC146 .M85 A3 1995,1995,André Morellet (1727-1819) in the Republic of Letters and the French Revolution /,,X002667462,BOOK,7/1/96,11/1/17,STACKS,0,0,0,1,17
514214,2,ALDERMAN,STACKS,DC146 .M85 A32 1898,1898,"Lettres de l'abbé Morellet à Lord Shelburne, depuis Marquis de Lansdowne, 1772-1803.","Morellet, André,",X001098513,BOOK,6/29/96,12/3/07,STACKS,0,0,0,1,3
1994502,2,ALDERMAN,STACKS,DC146 .M85 A4 1991 t.1,1991,Lettres d'André Morellet /,"Morellet, André,",X002204778,BOOK,6/30/96,3/19/98,STACKS,0,0,1,1,1
1994502,2,ALDERMAN,STACKS,DC146 .M85 A4 1991 t.2,1991,Lettres d'André Morellet /,"Morellet, André,",X002181307,BOOK,6/30/96,1/1/00,STACKS,0,0,1,1,0
1994502,2,ALDERMAN,STACKS,DC146 .M85 A4 1991 t.3,1991,Lettres d'André Morellet /,"Morellet, André,",X004051621,BOOK,4/2/97,1/1/00,STACKS,0,0,0,1,0
2575320,2,ALDERMAN,STACKS,DC146 .M85 M673 1995,1995,testi inediti / Manoscritti storico-politici :,"Morellet, André,",X004038365,BOOK,7/1/96,1/8/09,STACKS,0,0,0,1,1
2556,2,ALDERMAN,STACKS,DC146 .M87 F45 1983,1983,"Un diplomate Américain Sous la Terreur; les Années europ-?ennes de Gouverneur Morris, 1789-1798 /","Fiechter, Jean-Jacques.",X000854472,BOOK,6/28/96,1/22/15,STACKS,0,11,0,1,32
2812273,2,ALDERMAN,STACKS,DC146 .M88 B68 1998,1998,un oublié de la Révolution / Jean-Joseph Mounier :,"Bourgeois, René.",X004241470,BOOK,7/10/98,1/1/00,STACKS,0,0,1,1,0
2921834,2,ALDERMAN,STACKS,DC146 .N36 B74 1999,1999,"Une singulière famille : Jacques Necker, Suzanne Necker et Germaine de Staël /","Bredin, Jean-Denis.",X004320845,BOOK,6/17/99,1/1/00,STACKS,0,0,1,1,0
4049438,2,ALDERMAN,STACKS,DC146 .N36 B87 2004,2004,Necker et l'opinion publique /,"Burnand, Léonard.",X004825232,BOOK,8/10/04,1/1/00,STACKS,0,0,1,1,0
5171083,2,ALDERMAN,STACKS,DC146 .N36 B87 2009,2009,médias et imaginaire politique au XVIIIe siècle / Les pamphlets contre Necker :,"Burnand, Léonard.",X030777817,BOOK,7/2/10,1/1/00,STACKS,0,0,1,1,0
225941,2,ALDERMAN,STACKS,DC146 .N36 D53,1978,"ou, la Faillite de la vertu / Necker :","Diesbach, Ghislain de.",X001014937,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
375210,2,ALDERMAN,STACKS,DC146 .N36 E37,1975,"Necker, ministre de Louis XVI, 1776-1790 /","Egret, Jean.",X000699143,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
951977,2,ALDERMAN,STACKS,DC146 .N36 G7,1974,Les idées de Necker.,"Grange, Henri.",X000596450,BOOK,6/29/96,7/2/97,STACKS,0,0,0,1,3
686867,2,ALDERMAN,STACKS,DC146 .N36 H37 1986,1986,Necker and the revolution of 1789 /,"Harris, Robert D.,",X001188146,BOOK,6/29/96,10/9/15,STACKS,0,0,1,1,1
951978,2,ALDERMAN,STACKS,DC146 .N36 L3,1933,"Necker, fourrier de la révolution, 1732-1804.","Lavaquery, Eugène.",X000596471,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
362214,2,ALDERMAN,STACKS,DC146 .N362 G3,1913,"Madame Necker, her family and her friends, with some account of her husband's three administrations,","Gambier-Parry, Mark.",X001098514,BOOK,6/28/96,11/1/17,STACKS,0,0,0,1,1
28708,2,ALDERMAN,STACKS,DC146 .N42 C6 1945,1945,"avec 5 portraits et une documentation inédite. Madame Necker, humble vaudoise et grande dame;","Corbaz, André,",X000896528,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
1313791,2,ALDERMAN,STACKS,DC146 .N63 A4 1988 t.1,1988,Portraits de la Révolution et de lE?mpire /,"Nodier, Charles,",X001504718,BOOK,6/30/96,11/1/17,STACKS,0,0,0,1,0
1313791,2,ALDERMAN,STACKS,DC146 .N63 A4 1988 t.2,1988,Portraits de la Révolution et de lE?mpire /,"Nodier, Charles,",X001504730,BOOK,6/30/96,11/1/17,STACKS,0,0,0,1,0
951979,2,ALDERMAN,STACKS,DC146 .N76 1872 v.1,1872,Souvenirs de la révolution et de l'empire /,"Nodier, Charles,",X031743600,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
951979,2,ALDERMAN,STACKS,DC146 .N76 1872 v.2,1872,Souvenirs de la révolution et de l'empire /,"Nodier, Charles,",X031743601,BOOK,8/18/15,1/1/00,STACKS,0,0,0,1,0
287606,2,ALDERMAN,STACKS,DC146 .O34 A2 1977,1977,"oder, Gereinigte Beiträge zur Geschichte der Französischen Revolution / Luzifer :","Oelsner, Konrad Engelbert,",X000043215,BOOK,6/28/96,1/3/11,STACKS,0,0,0,1,1
1637260,2,ALDERMAN,STACKS,DC146 .O34 A2 1988,1988,Auswahl / Luzifer oder gereinigte Beiträge zur Geschichte der Französischen Revolution :,"Oelsner, Konrad Engelbert,",X002522217,BOOK,6/30/96,1/5/11,STACKS,0,0,0,1,3
672297,2,ALDERMAN,STACKS,DC146 .O34 D44 1981,1981,Geschichtserfahrung und Geschichtsdeutung eines deutschen Girondisten / Konrad Engelbert Oelsner und die Französische Revolution :,"Deinet, Klaus.",X000222344,BOOK,6/29/96,11/30/07,STACKS,0,0,0,1,4
4754515,2,ALDERMAN,STACKS,DC146 .O7 A43 2008,2008,"Godfather of the revolution : the life of Philippe Égalité, Duc d'Orléans /","Ambrose, Tom.",X030277566,BOOK,8/21/08,8/11/10,STACKS,0,0,1,1,3
2636566,2,ALDERMAN,STACKS,DC146 .O7 L488 1996,1996,Philippe Egalité /,"Lever, Évelyne",X006036685,BOOK,12/16/96,9/28/10,STACKS,0,0,0,1,15
692215,2,ALDERMAN,STACKS,DC146 .O78 E73 1986,1986,"John Oswald and the British in Paris, 1790-1793 / Commerce des lumières :","Erdman, David V.",X001158166,BOOK,6/29/96,1/22/15,STACKS,0,11,0,1,17
1664948,2,ALDERMAN,STACKS,DC146 .P46 F38 1989,1989,"De la Corrèze à la Floride, Jean-Augustin Pénières : conventionnel et député d'Ussel /","Faure, Victor,",X001759169,BOOK,6/30/96,1/1/00,STACKS,0,0,1,1,0
269213,2,ALDERMAN,STACKS,DC146 .P78 B6,1946,Prieur de la Côte-d'or.,"Bouchard, Georges,",X000082863,BOOK,6/28/96,10/17/05,STACKS,0,0,0,1,9
1633669,2,ALDERMAN,STACKS,DC146 .R2 D8 1989,1989,"un protestant défenseur de la liberté religieuse / Rabaut Saint-Etienne, 1743-1793 :","Dupont, André,",X001711018,BOOK,6/30/96,10/31/03,STACKS,0,0,0,1,8
4643048,2,ALDERMAN,STACKS,DC146 .R25 G38 2007,2007,"le combat de la Société des citoyens de couleur, 1789-1791 / L'aristocratie de l'épiderme :","Gauthier, Florence.",X030338359,BOOK,10/23/07,7/26/18,CHECKEDOUT,1,0,0,1,1
2640650,2,ALDERMAN,STACKS,DC146 .R38 S87 1995,1995,l'Alsacien de la Révolution française / Jean-François Reubell :,"Suratteau, Jean-René.",X006016116,BOOK,1/13/97,3/28/97,STACKS,0,0,0,1,1
6151792,2,ALDERMAN,STACKS,DC146 .R486 A3 2013,2013,"Journal de François-Jérôme Riffard-Saint-Martin, 1744-1814 /","Riffard de Saint-Martin, François-Jérôme,",X031580775,BOOK,11/8/13,1/1/00,STACKS,0,0,0,1,0
951984,2,ALDERMAN,STACKS,DC146 .R5 A3 1824,1824,Mémoires de Rivarol ...,"Rivarol, Antoine,",X031870982,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
4467523,2,ALDERMAN,STACKS,DC146 .R6 A25 2007,2007,Virtue and terror /,"Robespierre, Maximilien,",X030112142,BOOK,2/14/07,5/24/17,CHECKEDOUT,2,3,0,1,5
4467523,2,ALDERMAN,STACKS,DC146 .R6 A25 2007,2007,Virtue and terror /,"Robespierre, Maximilien,",X030370579,BOOK,3/6/08,5/6/14,STACKS,1,0,0,1,1
951986,2,ALDERMAN,STACKS,DC146 .R6 A43 1970 v.1,1970,"Avec une notice historique, des notes et des commentaires, ?uvres de Maximilien Robespierre.","Robespierre, Maximilien,",X001137138,BOOK,6/29/96,3/12/13,STACKS,0,0,0,1,0
951986,2,ALDERMAN,STACKS,DC146 .R6 A43 1970 v.2,1970,"Avec une notice historique, des notes et des commentaires, ?uvres de Maximilien Robespierre.","Robespierre, Maximilien,",X001137183,BOOK,6/29/96,3/12/13,STACKS,0,0,0,1,0
951986,2,ALDERMAN,STACKS,DC146 .R6 A43 1970 v.3,1970,"Avec une notice historique, des notes et des commentaires, ?uvres de Maximilien Robespierre.","Robespierre, Maximilien,",X001137136,BOOK,6/29/96,3/12/13,STACKS,0,0,0,1,1
951987,2,ALDERMAN,STACKS,DC146 .R6 A45,1926,"Correspondance de Maximilien et Augustin Robespierre,","Robespierre, Maximilien,",X004914922,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
342647,2,ALDERMAN,STACKS,DC146 .R6 A53,1908,Discours et rapports de Robespierre /,"Robespierre, Maximilien,",X002045935,BOOK,6/28/96,3/17/00,STACKS,0,0,3,1,6
3921304,2,ALDERMAN,STACKS,DC146 .R6 A88 2003,2003,"Robespierre, ou, L'impossible filiation /","Artarit, J. (Jean)",X004698237,BOOK,3/5/03,12/18/03,STACKS,0,0,0,1,4
6177137,2,ALDERMAN,STACKS,DC146 .R6 B39 2013,2013,la fabrication d'un mythe / Robespierre :,"Belissa, Marc.",X031632701,BOOK,1/8/14,1/1/00,STACKS,0,0,0,1,0
951989,2,ALDERMAN,STACKS,DC146 .R6 B48 1928,1928,"My friend Robespierre,","Béraud, Henri,",X002404166,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
205007,2,ALDERMAN,STACKS,DC146 .R6 B68 1965,1965,Robespierre.,"Bouloiseau, Marc.",X001098517,BOOK,6/28/96,1/8/09,STACKS,0,0,0,1,1
2186563,2,ALDERMAN,STACKS,DC146 .R6 B687 1993,1993,"Robespierre, ou, Le délire décapité /","Bourson, Pierre-Alexandre.",X002313915,BOOK,7/1/96,1/1/00,STACKS,0,0,0,1,1
951990,2,ALDERMAN,STACKS,DC146 .R6 C27 1972,1972,the force of circumstance. Robespierre:,"Carr, John Laurence.",X000472027,BOOK,6/29/96,12/6/01,STACKS,0,0,1,1,3
1643882,2,ALDERMAN,STACKS,DC146 .R6 C3 1986,1986,Libertà e virtù nel pensiero politico di Robespierre /,"Cattaneo, Mario A.",X001728730,BOOK,6/30/96,1/8/09,STACKS,0,0,0,1,0
1663944,2,ALDERMAN,STACKS,DC146 .R6 C75 1989,1989,the case of Maximilien Robespierre / Historians and the French Revolution :,"Crouzet, François,",X002454591,BOOK,6/30/96,11/24/02,STACKS,0,0,1,1,7
4073529,2,ALDERMAN,STACKS,DC146 .R6 D56 2004,2004,Robespierre /,"Dingli, Laurent.",X004843046,BOOK,10/7/04,1/21/05,STACKS,0,0,0,1,1
951991,2,ALDERMAN,STACKS,DC146 .R6 E2 1938,1938,"Maximilien Robespierre; nationalist dictator,","Eagan, James Michael,",X000030068,BOOK,6/29/96,4/22/08,STACKS,0,0,1,1,5
29674,2,ALDERMAN,STACKS,DC146 .R6 F7 1983,1983,Robespierre et la révolution / La victoire ou la mort :,"Frère, Jean Claude.",X000774449,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
951992,2,ALDERMAN,STACKS,DC146 .R6 G35 1968,1968,"Maximilien Robespiere, histoire d'une solitude.","Gallo, Max,",X000472018,BOOK,6/29/96,3/6/17,STACKS,1,2,0,1,4
951993,2,ALDERMAN,STACKS,DC146 .R6 G3513,1971,Robespierre the incorruptible; a psycho-biography.,"Gallo, Max,",X000030067,BOOK,6/29/96,8/14/17,STACKS,1,0,3,1,3
4856897,2,ALDERMAN,STACKS,DC146 .R6 G38 2007,2007,Oeuvres de Maximilien Robespierre /,"Robespierre, Maximilien,",X030568920,BOOK,3/31/09,1/1/00,STACKS,0,0,0,1,0
93281,2,ALDERMAN,STACKS,DC146 .R6 G73 1983,1983,"Robespierre, la peine de mort et la terreur /","Goulet, Jacques,",X000992245,BOOK,6/28/96,9/7/13,STACKS,1,0,0,1,1
1260588,2,ALDERMAN,STACKS,DC146 .R6 G85 1987,1987,Robespierre : politique et mystique /,"Guillemin, Henri,",X001396218,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
1247522,2,ALDERMAN,STACKS,DC146 .R6 H23 1987 v.1,1987,Histoire de Robespierre et du coup d'état du 9 Thermidor /,"Hamel, Ernest,",X001317566,BOOK,6/30/96,1/5/11,STACKS,0,0,1,1,0
1247522,2,ALDERMAN,STACKS,DC146 .R6 H23 1987 v.2,1987,Histoire de Robespierre et du coup d'état du 9 Thermidor /,"Hamel, Ernest,",X001317564,BOOK,6/30/96,1/5/11,STACKS,0,0,0,1,0
951997,2,ALDERMAN,STACKS,DC146 .R6 H25,1974,The life and opinions of Maximilien Robespierre /,"Hampson, Norman.",X000680513,BOOK,6/29/96,11/21/16,STACKS,1,0,0,1,15
2879095,2,ALDERMAN,STACKS,DC146 .R6 H27 1999,1999,Robespierre /,"Hardman, John.",X006004139,BOOK,2/11/99,11/21/16,STACKS,2,1,0,1,20
1352077,2,ALDERMAN,STACKS,DC146 .R6 H8 1987,1987,"Robespierre ..., ou, La dictature de l'idée /","Huant, Ernest,",X001601686,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
2534836,2,ALDERMAN,STACKS,DC146 .R6 I48 1996,1996,"Images de Robespierre : actes du Colloque international de Naples, 27-29 septembre 1993 /",,X004038086,BOOK,7/1/96,10/18/96,STACKS,0,0,0,1,1
70116,2 3,ALDERMAN,STACKS,DC146 .R6 J67 1985,1985,The revolutionary career of Maximilien Robespierre /,"Jordan, David P.,",X000949701,BOOK,6/28/96,11/1/17,STACKS,0,0,0,1,6
951998,2,ALDERMAN,STACKS,DC146 .R6 K6 1941,1941,Robespierre and the fourth estate,"Korngold, Ralph,",X000888656,BOOK,6/29/96,12/16/98,STACKS,0,0,0,1,1
6422850,2,ALDERMAN,STACKS,DC146 .R6 L48 2014,2014,Robespierre /,"Leuwers, Hervé",X031719612,BOOK,10/17/14,1/1/00,STACKS,0,0,0,1,0
6162321,2,ALDERMAN,STACKS,DC146 .R6 L65 2013,2013,"Choosing terror : virtue, friendship, and authenticity in the French Revolution /","Linton, Marisa,",X031620721,BOOK,12/4/13,11/21/16,STACKS,1,0,0,1,1
561749,2,ALDERMAN,STACKS,DC146 .R6 M27,1961,"Maximilien Robespierre, 1758-1794.","Markov, Walter M.",X000321422,BOOK,6/29/96,1/8/09,STACKS,0,0,0,1,1
1359801,2,ALDERMAN,STACKS,DC146 .R6 M275 1988,1988,Robespierre /,"Massin, Jean,",X001595025,BOOK,6/30/96,11/9/14,STACKS,1,1,0,1,4
388181,2,ALDERMAN,STACKS,DC146 .R6 M28 v.1,1917,Études robespierristes /,"Mathiez, Albert,",X000699144,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
388181,2,ALDERMAN,STACKS,DC146 .R6 M28 v.2,1917,Études robespierristes /,"Mathiez, Albert,",X000699145,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
482902,2,ALDERMAN,STACKS,DC146 .R6 M29 1973,1974,"Études sur Robespierre, 1758-1794 /","Mathiez, Albert,",X000281856,BOOK,6/29/96,11/1/17,STACKS,0,0,0,1,0
1363295,2,ALDERMAN,STACKS,DC146 .R6 M29 1988,1988,Etudes sur Robespierre : 1758-1794 /,"Mathiez, Albert,",X001594661,BOOK,6/30/96,11/16/99,STACKS,0,0,0,1,2
388109,2,ALDERMAN,STACKS,DC146 .R6 M3,1957,"Autour de Robespierre : Robespierre jeune, Aigoin, L'être suprême, Catherine Thêot, Herman, Truchon, Marcandier, Fouquier-Tinville, Le 9 Thermidor, Barère et Vadier, Babeuf /","Mathiez, Albert,",X000059491,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
573150,2,ALDERMAN,STACKS,DC146 .R6 M313,1927,"The fall of Robespierre, and other essays.","Mathiez, Albert,",X000460227,BOOK,6/29/96,11/27/01,STACKS,0,0,0,1,2
952000,2,ALDERMAN,STACKS,DC146 .R6 M313 1968,1968,"The fall of Robespierre, and other essays.","Mathiez, Albert,",X000145556,BOOK,6/29/96,1/26/09,STACKS,0,0,0,1,8
492206,2,ALDERMAN,STACKS,DC146 .R6 M3513,1975,"Robespierre : or, The tyranny of the majority /","Matrat, Jean.",X000288350,BOOK,6/29/96,2/7/16,STACKS,2,0,1,1,14
5597556,2,ALDERMAN,STACKS,DC146 .R6 M38 2012,2012,Robespierre : a revolutionary life /,"McPhee, Peter,",X030974688,BOOK,4/25/12,11/9/14,STACKS,3,3,0,1,6
952001,2,ALDERMAN,STACKS,DC146 .R6 R4,1936,"Robespierre,","Renier, Gustaaf Johannes,",X000371626,BOOK,6/29/96,10/26/97,STACKS,0,0,0,1,1
2946852,2,ALDERMAN,STACKS,DC146 .R6 R53 1999,1999,Robespierre /,,X004255894,BOOK,9/20/99,7/13/18,CHECKEDOUT,1,0,0,1,8
786979,2,ALDERMAN,STACKS,DC146 .R6 R58 1987,1987,Mémoires de Charlotte Robespierre sur ses deux frères /,"Robespierre, Charlotte,",X001290945,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
5823160,2,ALDERMAN,STACKS,DC146 .R6 R63 2012,2012,"Robespierre, portraits croisés /",,X030854027,BOOK,10/20/12,1/1/00,STACKS,0,0,0,1,0
508963,2,ALDERMAN,STACKS,DC146 .R6 R83,1975,Robespierre : portrait of a Revolutionary Democrat /,"Rudé, George F. E.",X000288351,BOOK,6/29/96,12/7/05,STACKS,0,0,0,1,11
75891,2,ALDERMAN,STACKS,DC146 .R6 S26 1984,1984,"Robespierre, ou, Les dangers de la vertu, 1789-1799 /","Saint-Paulien,",X000987646,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
4362626,2 3,ALDERMAN,STACKS,DC146 .R6 S38 2006,2006,Fatal purity : Robespierre and the French Revolution /,"Scurr, Ruth.",X030106004,BOOK,4/18/06,7/13/18,STACKS,3,0,0,1,7
4362626,2 3,CLEMONS,BY-REQUEST,DC146 .R6 S38 2006,2006,Fatal purity : Robespierre and the French Revolution /,"Scurr, Ruth.",X030035090,BOOK,5/8/06,6/5/12,BY-REQUEST,1,0,1,1,4
1254412,2,ALDERMAN,STACKS,DC146 .R6 S75 1988,1988,Quand Robespierre et Danton inventaient la France /,"Stil, André.",X001464974,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,1
325234,2,ALDERMAN,STACKS,DC146 .R6 T45 1953,1953,"Robespierre and the French Revolution,","(James Matthew), Thompson, J. M.",X000074165,BOOK,6/28/96,11/21/16,STACKS,1,0,1,1,8
1222886,2,ALDERMAN,STACKS,DC146 .R6 T45 1988,1988,Robespierre /,"Thompson, J. M. (James Matthew),",X001359097,BOOK,6/30/96,3/20/17,STACKS,1,4,0,1,15
1300812,2,ALDERMAN,STACKS,DC146 .R6 V.10,1912,Oeuvres complètes.,"Robespierre, Maximilien,",X001137095,BOOK,6/30/96,1/8/09,STACKS,0,0,1,1,4
1300812,2,ALDERMAN,STACKS,DC146 .R6 V.5,1912,Oeuvres complètes.,"Robespierre, Maximilien,",X001495917,BOOK,6/30/96,1/8/09,STACKS,0,0,0,1,0
1300812,2,ALDERMAN,STACKS,DC146 .R6 v.6,1912,Oeuvres complètes.,"Robespierre, Maximilien,",X000680795,BOOK,6/30/96,1/8/09,STACKS,0,0,0,1,4
1300812,2,ALDERMAN,STACKS,DC146 .R6 V.7,1912,Oeuvres complètes.,"Robespierre, Maximilien,",X001137137,BOOK,6/30/96,1/8/09,STACKS,0,0,0,1,2
1300812,2,ALDERMAN,STACKS,DC146 .R6 V.8,1912,Oeuvres complètes.,"Robespierre, Maximilien,",X000009610,BOOK,6/30/96,1/8/09,STACKS,0,0,0,1,1
1300812,2,ALDERMAN,STACKS,DC146 .R6 V.9,1912,Oeuvres complètes.,"Robespierre, Maximilien,",X000009611,BOOK,6/30/96,1/8/09,STACKS,0,0,0,1,4
952003,2,ALDERMAN,STACKS,DC146 .R6 W25,1934,"Maximilien Robespierre; a study in deterioration,","Ward, Reginald Somerset.",X000360057,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,3
952004,2,ALDERMAN,STACKS,DC146 .R6 W3 1909,1909,"Robespierre and the French revolution,","Warwick, Charles F. (Charles Franklin),",X000360055,BOOK,6/29/96,3/1/01,STACKS,0,0,0,1,3
652340,2,ALDERMAN,STACKS,DC146 .R66 M37 1983,1983,political thought and practice during the French Revolution / P.-L. Roederer :,"Margerison, Kenneth.",X000778525,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
1743874,2,ALDERMAN,STACKS,DC146 .R7 A2 1990,1990,"An appeal to impartial posterity, 1795 /","Roland,",X001826056,BOOK,6/30/96,5/5/08,STACKS,0,0,0,1,7
2325682,2,ALDERMAN,STACKS,DC146 .R7 A2 1994,1994,Appel à l'impartiale postérité /,"Roland,",X002549969,BOOK,7/1/96,12/3/08,STACKS,0,0,0,1,4
612277,2,ALDERMAN,STACKS,DC146 .R7 A255 1966,1966,Mémoires de Madame Roland.,"Roland,",X000473032,BOOK,6/29/96,4/9/09,STACKS,0,0,2,1,11
952006,2,ALDERMAN,STACKS,DC146 .R7 A26 1900,1900,The private memoirs of Madame Roland;,"Roland,",X000497751,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
2505631,2,ALDERMAN,STACKS,DC146 .R7 A4 1995,1995,1790-1793 / Correspondance politique :,"Roland,",X006027028,BOOK,7/1/96,4/9/09,STACKS,0,0,0,1,4
3984271,2,ALDERMAN,STACKS,DC146 .R7 A44 2003,2003,Lettres d'amour /,"Roland,",X004749385,BOOK,11/6/03,4/9/09,STACKS,0,0,2,1,2
509726,2,ALDERMAN,STACKS,DC146 .R7 B43,1964,Jean-Marie Roland et le Ministère de l'intérieur (1792-1793) /,"Bernardin, Edith.",X000418383,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
692311,2,ALDERMAN,STACKS,DC146 .R7 C48 1985,1985,"Madame Roland, une femme en révolution /","Chaussinand-Nogaret, Guy.",X001024462,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
1627604,2,ALDERMAN,STACKS,DC146 .R7 C67 1989,1989,La véritable Madame Roland /,"Cornevin, Marianne.",X001682568,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
952009,2,ALDERMAN,STACKS,DC146 .R7 E3 1929,1929,A daughter of the Seine;,"Eaton, Jeanette.",X004454120,BOOK,6/22/00,4/10/18,STACKS,1,0,0,1,2
93240,2,ALDERMAN,STACKS,DC146 .R7 H68 1984,1984,The Roland woman /,"Howard, Martha Walling.",X000949337,BOOK,6/28/96,3/11/18,STACKS,1,0,0,1,1
416865,2,ALDERMAN,STACKS,DC146 .R7 K4,1976,"Madame Roland, ou la passion révolutionnaire /","Kermina, Françoise.",X000699148,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
952011,2,ALDERMAN,STACKS,DC146 .R7 M3 1964,1964,essai sur la sensibilité préromantique et révolutionnaire. De Jean-Jacques Rousseau à Madame Roland;,"May, Gita.",X001327617,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
952012,2,ALDERMAN,STACKS,DC146 .R7 M32,1970,Madame Roland and the age of Revolution.,"May, Gita.",X000361202,BOOK,6/29/96,2/24/18,STACKS,1,1,0,1,6
5767064,2,ALDERMAN,STACKS,DC146 .R7 R49 2012,2012,Marriage and revolution : Monsieur and Madame Roland /,"Reynolds, Sian.",X031215153,BOOK,9/12/12,4/30/18,STACKS,1,0,1,1,1
5390989,2,ALDERMAN,STACKS,DC146 .R76 A3 2011,2011,vainqueur de la Bastille / Vie de Jean Rossignol :,"Rossignol, Jean-Antoine,",X031189560,BOOK,7/20/11,1/1/00,STACKS,0,0,0,1,0
952013,2,ALDERMAN,STACKS,DC146 .R8 C6,1909,J.-J. Rousseau et la révolution française.,"Champion, Edmé,",X001928279,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,2
398211,2,ALDERMAN,STACKS,DC146 .R87 A34,1976,"lettres à son frère, 1783-1796 / Gazette d'un Parisien sous la Révolution :","Ruault, Nicolas.",X000699149,BOOK,6/28/96,5/7/07,STACKS,0,0,1,1,1
5366862,2,ALDERMAN,STACKS,DC146 .S12 A4 2009,2009,"Le lit bleu : correspondance, 1777-1785 /","Sabran, Eléonore,",X030951206,BOOK,6/29/11,1/1/00,STACKS,0,0,0,1,0
5366590,2,ALDERMAN,STACKS,DC146 .S12 A4 2010,2010,"correspondance, 1786-1787 / La promesse :","Sabran, Eléonore,",X030951219,BOOK,6/28/11,1/1/00,STACKS,0,0,0,1,0
46105,2,ALDERMAN,STACKS,DC146 .S135 A2 1984,1984,Oeuvres complètes /,"Saint-Just,",X000910873,BOOK,6/28/96,5/12/17,STACKS,1,1,2,1,9
