Catalog Id,Bib Marc Subfield Data,Item Library Code,Item Collection,Item Call Number,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Type,Item Created Date,Item Last Checkout Date,Item Status,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Number of Items,Item Legacy Total Charges
2354374,2,ALDERMAN,STACKS,DC101.9 .C66 1994,1994,"figures, images et problèmes du XVe siècle / De Jeanne d'Arc aux guerres d'Italie :","Contamine, Philippe.",X002556553,BOOK,7/1/96,1/1/00,STACKS,0,0,0,1,2
945475,2,ALDERMAN,STACKS,DC101.9 .L48,1971,The recovery of France in the fifteenth century;,"(Peter Shervey) Lewis, P. S.",X000464365,BOOK,6/29/96,3/15/11,STACKS,0,0,2,1,23
656361,2,ALDERMAN,STACKS,DC101.9 .M53 1982,1982,"Strukturen, Institutionen, Entwicklungen / Die Entstehung des modernen Frankreich, 1450-1610 :","Mieck, Ilja.",X000484109,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
5353166,2,ALDERMAN,STACKS,DC101.9 .M866 2011,2011,"Frankreich, Burgund und das Reich im späten Mittelalter : ausgewählte Aufsätze /","Müller, Heribert,",X030942367,BOOK,5/19/11,1/1/00,STACKS,0,0,0,1,0
4560610,2,ALDERMAN,STACKS,DC101.9 .R58 2007,2007,"Les villes et le roi, v. 1440-v. 1560 : les municipalités de Bourges, Poitiers et Tours et l'émergence de l'état moderne /","Rivaud, David.",X030246611,BOOK,5/15/07,3/27/12,STACKS,1,0,1,1,1
569877,2,ALDERMAN,STACKS,DC102 .A2 E7 1968 v.1,1968,Chronique de Mathieu d'Escouchy.,"Escouchy, Mathieu d',",X001098236,BOOK,6/29/96,1/6/09,STACKS,0,0,1,1,2
569877,2,ALDERMAN,STACKS,DC102 .A2 E7 1968 v.2,1968,Chronique de Mathieu d'Escouchy.,"Escouchy, Mathieu d',",X002082322,BOOK,6/29/96,1/6/09,STACKS,0,0,0,1,2
569877,2,ALDERMAN,STACKS,DC102 .A2 E7 1968 v.3,1968,Chronique de Mathieu d'Escouchy.,"Escouchy, Mathieu d',",X004456574,BOOK,5/21/02,1/6/09,STACKS,0,0,0,1,1
4366456,2,ALDERMAN,STACKS,DC102 .A2 F75 2006,2006,Abregé des croniques de France /,"Fribois, Noël de,",X030024077,BOOK,5/10/06,1/6/09,STACKS,0,0,0,1,0
623978,2,ALDERMAN,STACKS,DC102 .A2 G8,1890,"Chronique d'Arthur de Richemont, connétable de France, duc de Bretagne (1393-1458)","Gruel, Guillaume,",X000699049,BOOK,6/29/96,8/27/98,STACKS,0,0,0,1,3
198229,2,ALDERMAN,STACKS,DC102 .A2 L4 1979,1979,Les chroniques du roi Charles VII /,"Le Bouvier, Gilles,",X001533502,BOOK,6/28/96,3/16/17,CHECKEDOUT,1,0,1,1,6
5597219,2,ALDERMAN,STACKS,DC102 .B275 2012,2012,"Conquest : the English kingdom of France, 1417-1450 /","Barker, Juliet R. V.",X030975393,BOOK,4/21/12,1/6/16,STACKS,2,1,0,1,3
945477,2,ALDERMAN,STACKS,DC102 .B3,1933,"Histoire de Charles VII,","Basin, Thomas,",X002196963,BOOK,6/29/96,10/23/99,STACKS,0,0,1,1,5
